id,order_number,customer_id,shipping_address_id,billing_address_id,status,subtotal,tax,shipping_cost,total,order_date
2337,ORD-0002337,1031,1437,1436,shipped,1554.89,108.84,0,1663.73,2025-01-26T00:37:13Z
2338,ORD-0002338,1691,2367,2368,pending,259.07,18.13,0,277.2,2023-12-20T02:16:19Z
2339,ORD-0002339,2000,2800,2800,delivered,1644.8,115.14,0,1759.94,2024-09-13T19:31:30Z
2340,ORD-0002340,195,266,266,delivered,3621.99,253.54,0,3875.53,2024-05-15T17:35:11Z
2341,ORD-0002341,1378,1931,1931,shipped,196.11,13.73,0,209.84,2023-06-18T07:08:48Z
2342,ORD-0002342,587,816,816,cancelled,1688.26,118.18,0,1806.44,2023-08-12T22:00:25Z
2343,ORD-0002343,2293,3207,3207,delivered,1692.27,118.46,0,1810.73,2024-05-08T04:51:09Z
2344,ORD-0002344,2333,3261,3261,shipped,1258.05,88.06,0,1346.11,2024-07-26T04:00:21Z
2345,ORD-0002345,129,176,176,returned,1021,71.47,0,1092.47,2022-05-06T05:15:11Z
2346,ORD-0002346,2329,3257,3257,delivered,3879.85,271.59,0,4151.44,2025-01-30T11:38:01Z
2347,ORD-0002347,17,24,24,cancelled,2053.24,143.73,0,2196.97,2022-06-07T13:49:12Z
2348,ORD-0002348,791,1095,1095,delivered,408.38,28.59,0,436.97,2023-06-16T04:55:32Z
2349,ORD-0002349,1549,2174,2174,delivered,2785.07,194.95,0,2980.02,2024-07-14T19:06:31Z
2350,ORD-0002350,1631,2289,2289,shipped,1630.96,114.17,0,1745.13,2024-01-16T21:52:56Z
2351,ORD-0002351,1274,1785,1785,delivered,931.59,65.21,0,996.8,2024-12-25T02:35:47Z
2352,ORD-0002352,2221,3111,3111,cancelled,1356.77,94.97,0,1451.74,2025-01-01T17:47:54Z
2353,ORD-0002353,1835,2569,2568,delivered,1166.25,81.64,0,1247.89,2024-02-07T20:05:23Z
2354,ORD-0002354,777,1076,1076,pending,145.28,10.17,0,155.45,2023-11-04T17:10:47Z
2355,ORD-0002355,2416,3387,3387,processing,2640.33,184.82,0,2825.15,2024-08-24T14:48:37Z
2356,ORD-0002356,1816,2540,2540,delivered,3228.24,225.98,0,3454.22,2024-09-21T05:02:13Z
2357,ORD-0002357,143,194,194,processing,4273.66,299.16,0,4572.82,2024-01-08T15:06:04Z
2358,ORD-0002358,616,859,859,delivered,1542.76,107.99,0,1650.75,2024-07-27T12:44:12Z
2359,ORD-0002359,1109,1544,1544,delivered,263.5,18.45,0,281.95,2023-03-10T08:33:29Z
2360,ORD-0002360,383,528,528,delivered,2974.04,208.18,0,3182.22,2023-09-20T20:21:21Z
2361,ORD-0002361,1223,1711,1711,delivered,5536.82,387.58,0,5924.4,2024-10-05T16:47:46Z
2362,ORD-0002362,467,647,647,delivered,756.02,52.92,0,808.94,2023-10-21T20:44:21Z
2363,ORD-0002363,1835,2568,2569,cancelled,446.55,31.26,0,477.81,2024-03-14T15:11:22Z
2364,ORD-0002364,29,42,42,delivered,287.44,20.12,0,307.56,2022-03-26T09:38:44Z
2365,ORD-0002365,1497,2101,2101,delivered,4482.64,313.78,0,4796.42,2023-08-25T16:12:12Z
2366,ORD-0002366,2435,3412,3412,processing,1156.83,80.98,0,1237.81,2025-01-26T08:45:37Z
2367,ORD-0002367,1517,2128,2128,delivered,674.9,47.24,0,722.14,2025-01-15T22:49:40Z
2368,ORD-0002368,1522,2136,2135,processing,133.75,9.36,0,143.11,2023-08-28T06:47:58Z
2369,ORD-0002369,977,1361,1361,shipped,2462.1,172.35,0,2634.45,2022-12-18T23:11:37Z
2370,ORD-0002370,2336,3266,3266,delivered,3167.78,221.74,0,3389.52,2024-09-01T17:38:04Z
2371,ORD-0002371,1776,2485,2485,delivered,98.17,6.87,0,105.04,2024-04-23T01:19:12Z
2372,ORD-0002372,72,99,99,delivered,1306.06,91.42,0,1397.48,2021-09-30T11:03:18Z
2373,ORD-0002373,1807,2529,2529,returned,4388.75,307.21,0,4695.96,2024-04-13T10:47:27Z
2374,ORD-0002374,1124,1565,1565,delivered,715.92,50.11,0,766.03,2024-11-13T10:08:56Z
2375,ORD-0002375,2445,3425,3425,delivered,1974.83,138.24,0,2113.07,2024-06-30T19:56:20Z
2376,ORD-0002376,829,1147,1147,delivered,2695.08,188.66,0,2883.74,2024-06-16T17:59:18Z
2377,ORD-0002377,308,430,430,delivered,2723.42,190.64,0,2914.06,2023-10-18T22:09:12Z
2378,ORD-0002378,110,153,152,processing,196.72,13.77,0,210.49,2023-04-18T04:23:21Z
2379,ORD-0002379,75,102,103,cancelled,2516.09,176.13,0,2692.22,2022-04-01T00:47:43Z
2380,ORD-0002380,1548,2173,2173,shipped,2357.83,165.05,0,2522.88,2024-12-26T17:17:24Z
2381,ORD-0002381,2555,3579,3579,delivered,1534.86,107.44,0,1642.3,2024-12-31T17:55:28Z
2382,ORD-0002382,2197,3075,3075,shipped,3170.01,221.9,0,3391.91,2024-04-30T13:29:31Z
2383,ORD-0002383,1021,1421,1421,returned,3407.41,238.52,0,3645.93,2023-03-21T08:08:26Z
2384,ORD-0002384,2650,3714,3714,delivered,1356.39,94.95,0,1451.34,2024-12-22T08:50:56Z
2385,ORD-0002385,576,802,802,delivered,1485.4,103.98,0,1589.38,2023-08-07T11:40:51Z
2386,ORD-0002386,1452,2034,2035,shipped,1441.61,100.91,0,1542.52,2023-06-15T12:23:20Z
2387,ORD-0002387,1175,1639,1639,delivered,834.19,58.39,0,892.58,2024-12-22T05:26:40Z
2388,ORD-0002388,617,860,860,delivered,2409.85,168.69,0,2578.54,2023-10-27T05:58:57Z
2389,ORD-0002389,1896,2653,2653,shipped,3599.7,251.98,0,3851.68,2024-10-07T20:27:49Z
2390,ORD-0002390,2151,3011,3011,shipped,866.76,60.67,0,927.43,2024-05-10T02:14:51Z
2391,ORD-0002391,2498,3504,3504,shipped,2297.21,160.8,0,2458.01,2024-12-30T12:11:27Z
2392,ORD-0002392,2215,3102,3102,delivered,4298.2,300.87,0,4599.07,2024-04-04T06:40:22Z
2393,ORD-0002393,1284,1799,1799,delivered,1347.56,94.33,0,1441.89,2024-10-13T19:42:53Z
2394,ORD-0002394,2462,3450,3449,shipped,2115.72,148.1,0,2263.82,2024-08-19T19:06:08Z
2395,ORD-0002395,115,159,159,delivered,1579.08,110.54,0,1689.62,2023-03-24T12:53:12Z
2396,ORD-0002396,1298,1816,1816,delivered,1932.76,135.29,0,2068.05,2023-07-07T08:53:18Z
2397,ORD-0002397,1773,2481,2481,delivered,1302.78,91.19,0,1393.97,2024-09-11T05:10:07Z
2398,ORD-0002398,819,1134,1134,delivered,48.66,3.41,10.03,62.1,2023-08-10T22:14:57Z
2399,ORD-0002399,2763,3872,3873,delivered,1066.98,74.69,0,1141.67,2024-11-14T14:09:20Z
2400,ORD-0002400,80,109,109,delivered,459.83,32.19,0,492.02,2023-08-30T00:56:16Z
2401,ORD-0002401,2818,3947,3947,shipped,209.72,14.68,0,224.4,2024-12-31T08:14:02Z
2402,ORD-0002402,1220,1707,1707,delivered,3511.79,245.83,0,3757.62,2023-08-28T15:31:58Z
2403,ORD-0002403,642,891,892,pending,40.61,2.84,12.01,55.46,2024-02-16T05:46:14Z
2404,ORD-0002404,562,781,781,delivered,1750.51,122.54,0,1873.05,2022-09-27T12:55:12Z
2405,ORD-0002405,2850,3986,3986,delivered,881.16,61.68,0,942.84,2024-11-19T04:40:42Z
2406,ORD-0002406,1553,2180,2179,delivered,2000.8,140.06,0,2140.86,2024-11-27T20:39:19Z
2407,ORD-0002407,1,1,1,delivered,2166.93,151.69,0,2318.62,2022-10-30T23:20:40Z
2408,ORD-0002408,58,79,79,delivered,541.8,37.93,0,579.73,2022-11-13T02:33:48Z
2409,ORD-0002409,2206,3087,3087,processing,1929.24,135.05,0,2064.29,2024-06-13T18:22:57Z
2410,ORD-0002410,1817,2541,2541,delivered,1202.04,84.14,0,1286.18,2024-04-30T22:19:05Z
2411,ORD-0002411,2067,2891,2891,delivered,2657.41,186.02,0,2843.43,2024-04-11T14:22:24Z
2412,ORD-0002412,1046,1457,1457,delivered,3524.07,246.68,0,3770.75,2024-03-15T20:42:13Z
2413,ORD-0002413,538,743,742,shipped,4096.65,286.77,0,4383.42,2023-12-25T13:53:52Z
2414,ORD-0002414,1680,2353,2353,delivered,3250.73,227.55,0,3478.28,2024-05-21T13:15:21Z
2415,ORD-0002415,618,861,861,delivered,4016.42,281.15,0,4297.57,2023-06-10T10:19:26Z
2416,ORD-0002416,2569,3599,3599,returned,224.58,15.72,0,240.3,2024-08-15T01:00:49Z
2417,ORD-0002417,18,25,25,shipped,1051.02,73.57,0,1124.59,2021-04-24T23:11:46Z
2418,ORD-0002418,236,326,326,processing,55.41,3.88,12.33,71.62,2022-09-26T13:56:27Z
2419,ORD-0002419,372,514,514,delivered,2407.56,168.53,0,2576.09,2024-12-22T18:22:01Z
2420,ORD-0002420,1958,2739,2739,cancelled,444.68,31.13,0,475.81,2024-02-09T11:07:41Z
2421,ORD-0002421,2976,4170,4170,delivered,981.44,68.7,0,1050.14,2025-01-03T23:27:18Z
2422,ORD-0002422,2426,3400,3401,delivered,2231.97,156.24,0,2388.21,2025-01-04T04:10:56Z
2423,ORD-0002423,1994,2791,2790,delivered,1787.21,125.1,0,1912.31,2024-09-09T03:05:40Z
2424,ORD-0002424,1830,2561,2561,delivered,3432.65,240.29,0,3672.94,2024-11-22T20:45:55Z
2425,ORD-0002425,1845,2583,2583,delivered,4068.39,284.79,0,4353.18,2024-02-17T12:26:07Z
2426,ORD-0002426,1116,1554,1554,processing,3484.86,243.94,0,3728.8,2023-03-02T14:16:41Z
2427,ORD-0002427,646,898,898,delivered,594.14,41.59,0,635.73,2024-04-09T15:28:13Z
2428,ORD-0002428,1044,1454,1454,processing,405.05,28.35,0,433.4,2024-01-18T21:50:05Z
2429,ORD-0002429,386,533,534,delivered,290.73,20.35,0,311.08,2022-09-22T15:06:57Z
2430,ORD-0002430,2335,3264,3265,processing,2044.2,143.09,0,2187.29,2024-06-24T10:31:36Z
2431,ORD-0002431,1959,2740,2740,delivered,1076.79,75.38,0,1152.17,2024-06-20T18:18:06Z
2432,ORD-0002432,1198,1675,1675,delivered,3009.95,210.7,0,3220.65,2023-04-11T08:16:33Z
2433,ORD-0002433,1785,2497,2497,shipped,1939.48,135.76,0,2075.24,2024-03-08T00:32:38Z
2434,ORD-0002434,73,100,100,delivered,1216.97,85.19,0,1302.16,2024-06-12T22:35:29Z
2435,ORD-0002435,805,1113,1113,returned,3045.32,213.17,0,3258.49,2024-12-22T19:06:48Z
2436,ORD-0002436,2197,3074,3075,delivered,895.85,62.71,0,958.56,2024-06-03T08:05:57Z
2437,ORD-0002437,1042,1450,1450,delivered,665.82,46.61,0,712.43,2023-09-16T22:21:50Z
2438,ORD-0002438,99,136,135,delivered,738.5,51.7,0,790.2,2021-10-30T00:17:15Z
2439,ORD-0002439,152,207,207,delivered,102.61,7.18,0,109.79,2024-06-12T00:44:09Z
2440,ORD-0002440,2853,3989,3989,pending,1630.22,114.12,0,1744.34,2024-12-28T08:03:55Z
2441,ORD-0002441,2495,3500,3499,cancelled,2038.47,142.69,0,2181.16,2024-07-24T03:38:07Z
2442,ORD-0002442,2771,3883,3884,shipped,233.06,16.31,0,249.37,2025-01-15T09:06:50Z
2443,ORD-0002443,52,73,73,delivered,475.88,33.31,0,509.19,2023-05-29T15:04:44Z
2444,ORD-0002444,2065,2887,2888,delivered,3152.65,220.69,0,3373.34,2024-07-23T21:39:00Z
2445,ORD-0002445,1427,1998,1998,pending,147.1,10.3,0,157.4,2024-02-26T17:05:06Z
2446,ORD-0002446,1871,2620,2620,delivered,2326.73,162.87,0,2489.6,2024-06-18T21:38:41Z
2447,ORD-0002447,2880,4028,4027,cancelled,1065.9,74.61,0,1140.51,2025-01-11T17:46:49Z
2448,ORD-0002448,502,694,694,delivered,3354.02,234.78,0,3588.8,2024-02-26T05:50:07Z
2449,ORD-0002449,1278,1790,1790,delivered,78.06,5.46,0,83.52,2023-03-26T07:41:49Z
2450,ORD-0002450,1221,1708,1708,delivered,19.14,1.34,11.14,31.62,2024-08-25T09:38:00Z
2451,ORD-0002451,7,11,11,delivered,409.59,28.67,0,438.26,2021-07-09T17:22:26Z
2452,ORD-0002452,2589,3624,3624,delivered,579.19,40.54,0,619.73,2025-01-10T16:43:33Z
2453,ORD-0002453,2604,3646,3645,pending,2080.05,145.6,0,2225.65,2024-10-26T16:27:36Z
2454,ORD-0002454,2621,3672,3672,returned,1917.57,134.23,0,2051.8,2025-01-13T12:20:47Z
2455,ORD-0002455,1053,1469,1469,processing,3642.66,254.99,0,3897.65,2023-10-12T18:20:25Z
2456,ORD-0002456,622,866,866,shipped,590.28,41.32,0,631.6,2022-10-07T06:27:10Z
2457,ORD-0002457,2866,4008,4009,delivered,368.05,25.76,0,393.81,2025-01-19T15:06:14Z
2458,ORD-0002458,976,1360,1360,shipped,2244.43,157.11,0,2401.54,2024-01-05T14:46:29Z
2459,ORD-0002459,1181,1647,1647,delivered,259.07,18.13,0,277.2,2024-07-27T18:27:15Z
2460,ORD-0002460,170,234,234,shipped,5940.02,415.8,0,6355.82,2023-05-21T21:18:32Z
2461,ORD-0002461,585,813,813,delivered,1154.1,80.79,0,1234.89,2023-04-07T08:42:47Z
2462,ORD-0002462,1875,2625,2626,delivered,2658.38,186.09,0,2844.47,2024-01-20T09:45:12Z
2463,ORD-0002463,561,779,779,delivered,1607.35,112.51,0,1719.86,2025-01-10T03:04:25Z
2464,ORD-0002464,199,273,273,pending,3400,238,0,3638,2021-11-07T10:03:32Z
2465,ORD-0002465,1670,2340,2340,delivered,1446.55,101.26,0,1547.81,2024-09-03T03:11:17Z
2466,ORD-0002466,204,279,279,delivered,300.82,21.06,0,321.88,2022-09-25T00:32:27Z
2467,ORD-0002467,1496,2099,2099,delivered,810.6,56.74,0,867.34,2024-11-27T12:30:42Z
2468,ORD-0002468,1203,1682,1682,delivered,347.44,24.32,0,371.76,2024-05-20T10:20:32Z
2469,ORD-0002469,1131,1576,1575,pending,1322.05,92.54,0,1414.59,2022-12-22T11:04:43Z
2470,ORD-0002470,839,1163,1163,delivered,277.68,19.44,0,297.12,2023-03-11T07:01:29Z
2471,ORD-0002471,493,681,681,delivered,555.24,38.87,0,594.11,2023-06-19T14:15:23Z
2472,ORD-0002472,1758,2463,2463,shipped,170.26,11.92,0,182.18,2023-11-09T14:50:10Z
2473,ORD-0002473,2687,3772,3772,processing,493.25,34.53,0,527.78,2024-09-23T17:52:23Z
2474,ORD-0002474,1555,2183,2183,cancelled,5141.28,359.89,0,5501.17,2024-05-13T14:45:51Z
2475,ORD-0002475,2861,4000,4001,shipped,487.76,34.14,0,521.9,2025-01-13T05:10:22Z
2476,ORD-0002476,24,35,35,shipped,461.63,32.31,0,493.94,2022-05-14T20:18:34Z
2477,ORD-0002477,1772,2480,2480,cancelled,1128.08,78.97,0,1207.05,2025-01-24T20:50:58Z
2478,ORD-0002478,1226,1715,1715,shipped,3465.96,242.62,0,3708.58,2023-07-10T11:42:09Z
2479,ORD-0002479,751,1040,1040,delivered,197.02,13.79,0,210.81,2023-05-11T22:35:59Z
2480,ORD-0002480,20,27,28,processing,1394.61,97.62,0,1492.23,2024-11-18T09:07:16Z
2481,ORD-0002481,1217,1703,1703,delivered,467.44,32.72,0,500.16,2023-09-07T10:10:59Z
2482,ORD-0002482,286,397,397,delivered,1381.9,96.73,0,1478.63,2023-06-02T22:09:52Z
2483,ORD-0002483,2030,2839,2839,processing,333.88,23.37,0,357.25,2024-04-24T01:27:29Z
2484,ORD-0002484,1091,1520,1519,shipped,750.78,52.55,0,803.33,2024-05-03T01:07:26Z
2485,ORD-0002485,48,67,67,delivered,653.22,45.73,0,698.95,2022-05-15T17:55:36Z
2486,ORD-0002486,2434,3411,3411,processing,4023.22,281.63,0,4304.85,2024-08-16T00:46:02Z
2487,ORD-0002487,866,1202,1202,delivered,189.92,13.29,0,203.21,2024-02-15T20:22:40Z
2488,ORD-0002488,2281,3190,3190,pending,4327.11,302.9,0,4630.01,2024-10-19T15:45:27Z
2489,ORD-0002489,456,630,630,delivered,1888,132.16,0,2020.16,2022-06-10T09:12:26Z
2490,ORD-0002490,2401,3365,3365,processing,2246.49,157.25,0,2403.74,2024-10-18T10:08:05Z
2491,ORD-0002491,717,992,992,delivered,808.76,56.61,0,865.37,2022-12-01T22:13:20Z
2492,ORD-0002492,2085,2917,2917,shipped,1800.64,126.04,0,1926.68,2024-05-17T15:47:40Z
2493,ORD-0002493,2994,4196,4196,cancelled,2845.28,199.17,0,3044.45,2025-01-23T20:46:25Z
2494,ORD-0002494,208,284,284,processing,2860.75,200.25,0,3061,2023-02-09T07:36:30Z
2495,ORD-0002495,2360,3302,3303,delivered,1089.75,76.28,0,1166.03,2024-12-20T06:35:38Z
2496,ORD-0002496,1965,2749,2749,returned,3620.38,253.43,0,3873.81,2024-03-26T02:49:34Z
2497,ORD-0002497,187,256,255,delivered,1524.8,106.74,0,1631.54,2022-10-17T05:33:41Z
2498,ORD-0002498,2276,3185,3184,delivered,1590.02,111.3,0,1701.32,2024-04-26T11:12:30Z
2499,ORD-0002499,2095,2931,2931,delivered,1938.74,135.71,0,2074.45,2024-06-10T12:55:49Z
2500,ORD-0002500,1207,1688,1687,delivered,971.16,67.98,0,1039.14,2023-09-01T16:43:09Z
2501,ORD-0002501,1006,1402,1402,pending,3202.62,224.18,0,3426.8,2024-07-06T07:39:25Z
2502,ORD-0002502,375,517,517,processing,1036.28,72.54,0,1108.82,2024-06-23T05:08:23Z
2503,ORD-0002503,2794,3918,3918,delivered,3653.34,255.73,0,3909.07,2024-12-25T09:55:53Z
2504,ORD-0002504,552,764,764,processing,4534.42,317.41,0,4851.83,2024-06-20T13:11:00Z
2505,ORD-0002505,2821,3950,3950,delivered,2002.97,140.21,0,2143.18,2025-01-12T18:42:50Z
2506,ORD-0002506,472,653,653,delivered,925.36,64.78,0,990.14,2024-02-10T18:37:48Z
2507,ORD-0002507,1284,1799,1799,delivered,2580.97,180.67,0,2761.64,2024-07-22T08:14:52Z
2508,ORD-0002508,1782,2493,2492,processing,442.96,31.01,0,473.97,2024-04-28T19:14:19Z
2509,ORD-0002509,230,317,317,delivered,1049.4,73.46,0,1122.86,2024-03-10T04:39:47Z
2510,ORD-0002510,267,370,370,delivered,2591.24,181.39,0,2772.63,2024-12-11T12:53:55Z
2511,ORD-0002511,790,1093,1094,processing,1855.04,129.85,0,1984.89,2023-05-27T21:54:31Z
2512,ORD-0002512,2633,3692,3692,processing,424.96,29.75,0,454.71,2024-12-26T20:14:07Z
2513,ORD-0002513,1522,2135,2136,cancelled,347.6,24.33,0,371.93,2024-12-12T17:15:11Z
2514,ORD-0002514,2565,3594,3594,delivered,3959.22,277.15,0,4236.37,2024-10-05T22:28:00Z
2515,ORD-0002515,1734,2426,2426,shipped,2451.94,171.64,0,2623.58,2023-12-21T16:04:33Z
2516,ORD-0002516,1891,2647,2647,delivered,273.07,19.11,0,292.18,2024-02-12T08:48:48Z
2517,ORD-0002517,2961,4150,4149,delivered,1811.32,126.79,0,1938.11,2025-01-29T09:44:19Z
2518,ORD-0002518,2161,3024,3024,shipped,4467.79,312.75,0,4780.54,2024-07-18T00:55:39Z
2519,ORD-0002519,612,854,854,pending,2698.51,188.9,0,2887.41,2024-09-02T10:07:44Z
2520,ORD-0002520,2571,3601,3601,delivered,1019.4,71.36,0,1090.76,2024-09-01T22:16:19Z
2521,ORD-0002521,2424,3398,3398,delivered,472.51,33.08,0,505.59,2024-07-21T01:48:08Z
2522,ORD-0002522,820,1135,1135,delivered,2565.04,179.55,0,2744.59,2024-07-31T18:37:12Z
2523,ORD-0002523,232,320,319,cancelled,221.26,15.49,0,236.75,2023-08-28T21:29:03Z
2524,ORD-0002524,424,588,588,delivered,2839.3,198.75,0,3038.05,2024-10-01T12:13:31Z
2525,ORD-0002525,716,991,991,delivered,391.21,27.38,0,418.59,2022-11-20T05:23:06Z
2526,ORD-0002526,2517,3527,3527,processing,1323.13,92.62,0,1415.75,2024-10-10T10:58:17Z
2527,ORD-0002527,2633,3692,3692,delivered,1014.48,71.01,0,1085.49,2024-12-26T05:22:54Z
2528,ORD-0002528,1804,2525,2525,delivered,1301.63,91.11,0,1392.74,2024-02-05T05:04:39Z
2529,ORD-0002529,2451,3432,3431,delivered,2116.78,148.17,0,2264.95,2024-11-05T19:20:05Z
2530,ORD-0002530,1848,2588,2588,delivered,2002.47,140.17,0,2142.64,2024-07-06T11:05:49Z
2531,ORD-0002531,1220,1707,1707,shipped,1892.86,132.5,0,2025.36,2023-07-18T19:42:02Z
2532,ORD-0002532,2294,3208,3208,processing,1928.12,134.97,0,2063.09,2024-10-18T05:25:01Z
2533,ORD-0002533,2173,3040,3040,delivered,4250.38,297.53,0,4547.91,2024-07-29T20:30:18Z
2534,ORD-0002534,2512,3522,3521,shipped,620.04,43.4,0,663.44,2024-09-17T02:43:21Z
2535,ORD-0002535,1002,1397,1397,delivered,659.45,46.16,0,705.61,2022-11-25T03:33:34Z
2536,ORD-0002536,1379,1932,1932,pending,523.47,36.64,0,560.11,2024-08-02T10:28:45Z
2537,ORD-0002537,106,147,148,shipped,454.16,31.79,0,485.95,2021-12-11T18:01:06Z
2538,ORD-0002538,203,278,278,delivered,42.87,3,11.25,57.12,2021-11-29T09:15:12Z
2539,ORD-0002539,641,890,890,shipped,1922.03,134.54,0,2056.57,2023-04-16T14:08:51Z
2540,ORD-0002540,1787,2500,2500,cancelled,103.58,7.25,0,110.83,2024-12-06T13:35:19Z
2541,ORD-0002541,949,1320,1320,delivered,1542.43,107.97,0,1650.4,2024-07-15T12:23:52Z
2542,ORD-0002542,340,473,473,delivered,2851.12,199.58,0,3050.7,2023-08-09T14:07:04Z
2543,ORD-0002543,1357,1903,1902,processing,1422.72,99.59,0,1522.31,2024-04-08T21:18:08Z
2544,ORD-0002544,2563,3592,3591,delivered,2273.09,159.12,0,2432.21,2024-10-23T07:07:51Z
2545,ORD-0002545,703,975,975,delivered,1611.26,112.79,0,1724.05,2024-01-25T19:19:21Z
2546,ORD-0002546,481,666,666,delivered,2630.4,184.13,0,2814.53,2025-01-25T08:12:55Z
2547,ORD-0002547,625,871,871,delivered,1686.38,118.05,0,1804.43,2023-02-14T01:52:04Z
2548,ORD-0002548,2357,3297,3297,processing,538.32,37.68,0,576,2024-10-06T01:08:51Z
2549,ORD-0002549,1006,1402,1402,delivered,203.91,14.27,0,218.18,2024-03-15T02:24:56Z
2550,ORD-0002550,160,221,221,delivered,1786.14,125.03,0,1911.17,2024-04-27T12:11:36Z
2551,ORD-0002551,2796,3920,3920,pending,2423.56,169.65,0,2593.21,2025-01-25T20:11:31Z
2552,ORD-0002552,2373,3320,3320,delivered,1485.4,103.98,0,1589.38,2024-06-15T16:44:03Z
2553,ORD-0002553,444,616,616,delivered,1527.87,106.95,0,1634.82,2022-09-28T17:00:02Z
2554,ORD-0002554,195,266,267,delivered,2596.52,181.76,0,2778.28,2023-06-01T03:03:02Z
2555,ORD-0002555,1066,1486,1486,processing,621.26,43.49,0,664.75,2024-10-01T02:32:25Z
2556,ORD-0002556,191,261,261,processing,4186.36,293.05,0,4479.41,2024-05-27T20:48:45Z
2557,ORD-0002557,1759,2464,2464,delivered,1007.25,70.51,0,1077.76,2024-02-22T05:16:16Z
2558,ORD-0002558,25,37,37,processing,942.67,65.99,0,1008.66,2021-09-15T02:30:23Z
2559,ORD-0002559,1449,2030,2029,shipped,2863.66,200.46,0,3064.12,2024-10-25T23:23:39Z
2560,ORD-0002560,1897,2654,2654,processing,381.49,26.7,0,408.19,2024-06-23T08:17:12Z
2561,ORD-0002561,1555,2183,2183,delivered,565.7,39.6,0,605.3,2024-02-08T21:55:14Z
2562,ORD-0002562,822,1138,1137,processing,2256.72,157.97,0,2414.69,2023-11-11T19:50:06Z
2563,ORD-0002563,109,151,151,shipped,1534.36,107.41,0,1641.77,2021-06-30T15:20:47Z
2564,ORD-0002564,2732,3833,3833,pending,1466.78,102.67,0,1569.45,2025-01-16T05:20:25Z
2565,ORD-0002565,399,549,548,shipped,69.16,4.84,9.06,83.06,2024-11-15T07:37:39Z
2566,ORD-0002566,2389,3346,3346,pending,80.55,5.64,0,86.19,2024-07-03T07:18:25Z
2567,ORD-0002567,2667,3744,3743,delivered,3781.81,264.73,0,4046.54,2024-12-05T09:51:31Z
2568,ORD-0002568,2221,3111,3111,returned,1835.63,128.49,0,1964.12,2024-03-26T19:26:33Z
2569,ORD-0002569,2651,3715,3715,pending,2110.11,147.71,0,2257.82,2025-01-12T07:03:58Z
2570,ORD-0002570,491,678,678,shipped,2079.54,145.57,0,2225.11,2024-04-11T22:52:27Z
2571,ORD-0002571,1354,1897,1897,delivered,606.8,42.48,0,649.28,2023-06-18T23:26:03Z
2572,ORD-0002572,2912,4077,4077,delivered,1477.76,103.44,0,1581.2,2025-01-11T21:24:13Z
2573,ORD-0002573,466,645,646,processing,1778.63,124.5,0,1903.13,2023-06-23T04:44:04Z
2574,ORD-0002574,267,370,370,delivered,379.81,26.59,0,406.4,2024-08-28T21:36:57Z
2575,ORD-0002575,592,823,823,delivered,2451.76,171.62,0,2623.38,2023-09-15T21:02:04Z
2576,ORD-0002576,13,18,18,delivered,335.02,23.45,0,358.47,2023-04-01T00:48:01Z
2577,ORD-0002577,103,141,141,pending,1082.75,75.79,0,1158.54,2023-07-22T19:44:19Z
2578,ORD-0002578,642,891,892,delivered,169.58,11.87,0,181.45,2024-07-13T03:10:03Z
2579,ORD-0002579,152,208,207,delivered,158.64,11.1,0,169.74,2024-11-02T10:08:36Z
2580,ORD-0002580,2944,4124,4124,delivered,538.23,37.68,0,575.91,2024-12-26T12:11:21Z
2581,ORD-0002581,1141,1591,1591,delivered,2390.74,167.35,0,2558.09,2024-02-17T14:06:27Z
2582,ORD-0002582,1838,2572,2572,delivered,2452.81,171.7,0,2624.51,2024-06-10T04:28:01Z
2583,ORD-0002583,44,61,61,delivered,666.31,46.64,0,712.95,2021-10-18T19:29:32Z
2584,ORD-0002584,1558,2186,2187,pending,1071.22,74.99,0,1146.21,2024-02-26T17:46:34Z
2585,ORD-0002585,2074,2899,2900,delivered,789.54,55.27,0,844.81,2024-04-16T10:48:26Z
2586,ORD-0002586,1170,1631,1631,delivered,2972.64,208.08,0,3180.72,2024-05-02T00:05:08Z
2587,ORD-0002587,1276,1787,1787,delivered,368.62,25.8,0,394.42,2024-12-29T21:34:29Z
2588,ORD-0002588,2765,3876,3876,processing,1062.75,74.39,0,1137.14,2024-12-18T10:47:26Z
2589,ORD-0002589,2606,3649,3649,cancelled,2487.15,174.1,0,2661.25,2024-11-20T15:45:35Z
2590,ORD-0002590,2932,4106,4106,delivered,2640.86,184.86,0,2825.72,2024-12-22T07:03:16Z
2591,ORD-0002591,316,441,441,shipped,2000.81,140.06,0,2140.87,2022-10-10T06:50:31Z
2592,ORD-0002592,2593,3631,3631,delivered,272.26,19.06,0,291.32,2024-08-24T13:40:32Z
2593,ORD-0002593,1,1,1,delivered,741.79,51.93,0,793.72,2022-08-29T02:07:04Z
2594,ORD-0002594,779,1078,1078,delivered,1333.78,93.36,0,1427.14,2024-12-14T13:18:19Z
2595,ORD-0002595,547,757,758,delivered,4921.73,344.52,0,5266.25,2022-07-27T19:03:00Z
2596,ORD-0002596,2512,3521,3522,delivered,281.48,19.7,0,301.18,2024-11-28T18:50:49Z
2597,ORD-0002597,482,667,667,cancelled,1300.36,91.03,0,1391.39,2022-04-22T01:25:26Z
2598,ORD-0002598,2054,2871,2872,delivered,1303.8,91.27,0,1395.07,2024-05-24T15:58:16Z
