id,order_id,product_id,quantity,unit_price,discount,line_total
5160,2089,746,3,718.33,0,2154.99
5161,2089,532,3,349.06,15,890.1
5162,2089,140,2,691.03,10,1243.85
5163,2089,472,1,607.78,20,486.22
5164,2089,735,3,198.19,20,475.66
5165,2090,782,4,30.51,0,122.04
5166,2091,338,2,247.96,0,495.92
5167,2092,694,1,353.19,0,353.19
5168,2092,46,4,476.35,5,1810.13
5169,2092,162,2,353.67,0,707.34
5170,2092,869,1,443.56,0,443.56
5171,2092,3,3,135.97,0,407.91
5172,2093,353,3,230.26,0,690.78
5173,2093,465,1,499.29,0,499.29
5174,2093,499,1,107.52,0,107.52
5175,2093,450,4,78.31,0,313.24
5176,2093,942,2,60.75,0,121.5
5177,2094,1169,3,278.48,0,835.44
5178,2094,679,3,24.83,0,74.49
5179,2095,551,1,185.84,5,176.55
5180,2096,856,1,118.09,0,118.09
5181,2097,19,1,276.13,0,276.13
5182,2097,136,1,675.61,0,675.61
5183,2097,535,3,101,0,303
5184,2097,1102,3,477.88,20,1146.91
5185,2097,934,3,411.43,15,1049.15
5186,2098,768,4,505.27,0,2021.08
5187,2098,883,1,629.16,0,629.16
5188,2098,1168,1,114.82,15,97.6
5189,2098,80,2,603.23,0,1206.46
5190,2098,714,2,145.6,5,276.64
5191,2099,1100,1,122.72,0,122.72
5192,2100,847,1,535.39,0,535.39
5193,2101,440,1,16.84,10,15.16
5194,2101,782,3,30.51,0,91.53
5195,2101,724,3,333.77,5,951.24
5196,2101,662,1,299.33,0,299.33
5197,2101,281,1,406.76,20,325.41
5198,2102,932,2,521.78,15,887.03
5199,2102,868,1,9.57,0,9.57
5200,2102,935,2,111.7,0,223.4
5201,2102,603,2,75.01,0,150.02
5202,2103,928,1,24.78,0,24.78
5203,2103,936,4,109.41,15,371.99
5204,2104,745,1,283.43,0,283.43
5205,2105,80,1,603.23,0,603.23
5206,2105,422,2,112.29,0,224.58
5207,2106,796,1,488.34,0,488.34
5208,2107,634,2,751.64,0,1503.28
5209,2108,667,4,629.66,0,2518.64
5210,2108,683,1,574.46,15,488.29
5211,2108,1181,1,370.34,0,370.34
5212,2109,1031,4,113.9,0,455.6
5213,2110,838,4,460.87,0,1843.48
5214,2111,844,2,459.84,0,919.68
5215,2112,233,3,400.66,0,1201.98
5216,2112,56,3,526.27,20,1263.05
5217,2113,897,2,473.57,0,947.14
5218,2113,935,2,111.7,0,223.4
5219,2113,411,1,599.57,0,599.57
5220,2113,282,1,48.34,0,48.34
5221,2114,988,1,477.44,20,381.95
5222,2114,620,1,558.25,15,474.51
5223,2115,445,3,127.48,0,382.44
5224,2116,1137,1,639.76,15,543.8
5225,2116,29,3,292.37,0,877.11
5226,2117,855,1,20.54,0,20.54
5227,2118,580,1,262.62,0,262.62
5228,2119,525,1,749.91,20,599.93
5229,2120,51,1,623.32,15,529.82
5230,2120,83,2,403.76,0,807.52
5231,2120,1064,1,329.61,10,296.65
5232,2121,886,2,138.17,0,276.34
5233,2122,1187,4,78.06,0,312.24
5234,2123,440,1,16.84,0,16.84
5235,2123,575,1,308,5,292.6
5236,2123,822,1,323.93,0,323.93
5237,2123,113,3,84.26,0,252.78
5238,2124,97,4,737.75,0,2951
5239,2124,94,2,103.46,0,206.92
5240,2125,449,2,716.15,0,1432.3
5241,2125,289,1,292.83,0,292.83
5242,2126,523,2,135.67,0,271.34
5243,2127,1136,1,300.87,0,300.87
5244,2127,221,4,275.99,15,938.37
5245,2127,819,1,474.91,15,403.67
5246,2127,1023,4,149.18,0,596.72
5247,2128,593,1,63.34,0,63.34
5248,2128,366,4,366.71,0,1466.84
5249,2128,953,3,316.18,0,948.54
5250,2129,63,1,223.37,0,223.37
5251,2130,402,2,435.31,0,870.62
5252,2131,1026,2,391.59,5,744.02
5253,2132,1153,1,301.85,0,301.85
5254,2132,1132,3,380,0,1140
5255,2132,1154,1,347.44,5,330.07
5256,2132,1044,1,364.34,0,364.34
5257,2132,524,3,213.26,0,639.78
5258,2133,356,1,548.55,5,521.12
5259,2133,703,1,612.57,0,612.57
5260,2133,93,1,343.92,0,343.92
5261,2133,873,4,542.28,20,1735.3
5262,2134,25,4,743.36,0,2973.44
5263,2135,831,2,435.19,0,870.38
5264,2136,277,4,133.61,0,534.44
5265,2137,383,1,485.41,0,485.41
5266,2137,1035,4,386.35,0,1545.4
5267,2137,818,1,360.43,5,342.41
5268,2137,936,1,109.41,0,109.41
5269,2137,203,2,37.43,0,74.86
5270,2138,804,2,519.86,0,1039.72
5271,2138,1179,1,698.14,0,698.14
5272,2138,503,1,42.55,0,42.55
5273,2138,1030,1,646.95,10,582.26
5274,2138,981,1,667.31,0,667.31
5275,2139,196,2,385.71,0,771.42
5276,2140,630,2,170.26,0,340.52
5277,2141,264,2,629.65,0,1259.3
5278,2142,372,1,373.38,10,336.04
5279,2142,370,4,543.09,5,2063.74
5280,2142,418,3,564.92,0,1694.76
5281,2142,453,1,162.55,10,146.3
5282,2143,1049,1,322.98,0,322.98
5283,2143,694,1,353.19,0,353.19
5284,2143,114,1,186.39,0,186.39
5285,2143,839,3,37.36,0,112.08
5286,2144,217,4,747.56,0,2990.24
5287,2145,1088,4,194.14,0,776.56
5288,2146,314,3,597.1,0,1791.3
5289,2146,956,2,566.71,20,906.74
5290,2146,209,1,140.74,5,133.7
5291,2146,1139,3,419.32,10,1132.16
5292,2147,287,1,545.01,0,545.01
5293,2147,1027,2,558.01,0,1116.02
5294,2147,260,1,611.54,5,580.96
5295,2148,938,3,467.26,0,1401.78
5296,2149,916,3,133.95,15,341.57
5297,2150,760,1,205.35,0,205.35
5298,2151,1103,4,44.23,10,159.23
5299,2151,153,2,568.28,0,1136.56
5300,2151,205,1,38.72,0,38.72
5301,2151,1159,1,621.25,0,621.25
5302,2152,624,3,265,0,795
5303,2152,435,1,32.64,0,32.64
5304,2152,263,1,269.82,0,269.82
5305,2152,497,2,524.38,0,1048.76
5306,2153,218,1,596.06,20,476.85
5307,2153,935,1,111.7,0,111.7
5308,2153,240,4,150.2,20,480.64
5309,2153,1149,1,426.27,0,426.27
5310,2154,535,1,101,0,101
5311,2154,242,1,200.72,0,200.72
5312,2154,914,3,353.5,0,1060.5
5313,2155,376,1,156.82,0,156.82
5314,2155,1068,2,529.66,0,1059.32
5315,2156,541,4,253.31,0,1013.24
5316,2156,767,1,248.29,5,235.88
5317,2157,223,3,391.21,0,1173.63
5318,2158,1095,4,10.21,0,40.84
5319,2159,1115,2,486.13,0,972.26
5320,2159,788,4,284.08,0,1136.32
5321,2159,687,2,511.3,0,1022.6
5322,2159,3,2,135.97,0,271.94
5323,2160,340,4,156.09,0,624.36
5324,2161,526,4,15.95,0,63.8
5325,2162,484,2,112.44,10,202.39
5326,2163,492,3,880.03,15,2244.08
5327,2163,712,2,433.94,0,867.88
5328,2163,537,3,472,0,1416
5329,2163,533,3,79.47,0,238.41
5330,2163,931,1,354.76,15,301.55
5331,2164,88,1,34.58,0,34.58
5332,2164,948,1,747.09,0,747.09
5333,2164,200,4,394.77,0,1579.08
5334,2165,1010,2,591.96,0,1183.92
5335,2165,935,1,111.7,0,111.7
5336,2165,281,1,406.76,0,406.76
5337,2165,1152,3,353.27,0,1059.81
5338,2165,478,2,427.22,0,854.44
5339,2166,701,1,113.19,0,113.19
5340,2166,364,1,566.83,20,453.46
5341,2166,31,1,92.55,10,83.3
5342,2166,144,1,68.16,20,54.53
5343,2167,228,4,591.29,20,1892.13
5344,2168,1105,1,528.58,10,475.72
5345,2169,568,3,430.05,15,1096.63
5346,2170,69,3,426.04,0,1278.12
5347,2170,449,3,716.15,0,2148.45
5348,2171,445,1,127.48,0,127.48
5349,2171,708,3,391.65,0,1174.95
5350,2172,369,1,539.34,10,485.41
5351,2172,539,4,285.33,0,1141.32
5352,2173,167,1,158.37,5,150.45
5353,2173,39,1,380.18,0,380.18
5354,2173,186,3,688.3,0,2064.9
5355,2174,339,1,145.28,0,145.28
5356,2174,602,1,144.77,20,115.82
5357,2174,237,1,422.23,0,422.23
5358,2174,1114,3,338.36,20,812.06
5359,2174,956,1,566.71,0,566.71
5360,2175,522,1,126.92,0,126.92
5361,2175,1090,1,345.86,0,345.86
5362,2176,450,1,78.31,0,78.31
5363,2176,621,2,743.99,5,1413.58
5364,2177,608,1,198.54,10,178.69
5365,2177,926,1,148.15,15,125.93
5366,2177,929,1,503.11,0,503.11
5367,2178,216,2,606.86,0,1213.72
5368,2179,825,2,458.4,0,916.8
5369,2179,1140,1,249.88,0,249.88
5370,2179,302,1,638.03,5,606.13
5371,2180,950,1,299.25,0,299.25
5372,2180,571,2,12.02,0,24.04
5373,2180,652,1,381.92,0,381.92
5374,2181,259,1,119.25,15,101.36
5375,2181,987,2,749.05,20,1198.48
5376,2181,758,3,237.64,10,641.63
5377,2181,931,2,354.76,15,603.09
5378,2181,345,3,331.71,0,995.13
5379,2182,867,1,780.23,0,780.23
5380,2183,239,3,137.2,0,411.6
5381,2184,662,2,299.33,15,508.86
5382,2184,1151,1,212.37,0,212.37
5383,2184,841,1,430.29,0,430.29
5384,2184,613,1,247.66,0,247.66
5385,2185,700,4,22.05,0,88.2
5386,2185,103,2,294.4,0,588.8
5387,2186,287,2,545.01,0,1090.02
5388,2187,809,1,449.63,0,449.63
5389,2188,1115,1,486.13,0,486.13
5390,2189,1186,2,144.8,0,289.6
5391,2189,897,1,473.57,5,449.89
5392,2189,1080,3,545.76,0,1637.28
5393,2189,604,1,540.57,15,459.48
5394,2190,129,2,361.57,15,614.67
5395,2190,665,1,635.5,0,635.5
5396,2191,545,1,520.37,0,520.37
5397,2191,633,1,321.03,5,304.98
5398,2191,764,3,424.42,0,1273.26
5399,2192,1005,1,314.75,10,283.28
5400,2193,355,1,478.13,0,478.13
5401,2193,1161,4,666.31,0,2665.24
5402,2193,662,1,299.33,0,299.33
5403,2193,679,4,24.83,0,99.32
5404,2194,191,2,442.12,15,751.6
5405,2194,290,2,625.08,0,1250.16
5406,2194,1034,2,464.16,0,928.32
5407,2194,584,3,549.78,10,1484.41
5408,2195,750,1,535.61,5,508.83
5409,2195,911,1,414.43,0,414.43
5410,2195,464,1,385.11,15,327.34
5411,2196,981,4,667.31,20,2135.39
5412,2196,473,3,270.93,0,812.79
5413,2197,795,3,334.69,0,1004.07
5414,2197,1181,2,370.34,0,740.68
5415,2197,1119,1,97.87,0,97.87
5416,2197,752,1,17.94,0,17.94
5417,2197,1030,2,646.95,0,1293.9
5418,2198,727,2,253.42,0,506.84
5419,2198,734,1,332.91,0,332.91
5420,2198,279,1,134.82,0,134.82
5421,2198,271,1,305.1,0,305.1
5422,2199,168,3,380.66,15,970.68
5423,2199,1168,4,114.82,0,459.28
5424,2199,1121,1,288.91,0,288.91
5425,2200,291,1,399.75,0,399.75
5426,2200,206,1,236.68,0,236.68
5427,2200,1087,1,114.07,0,114.07
5428,2200,132,1,667.8,0,667.8
5429,2200,76,1,462.5,0,462.5
5430,2201,377,1,31.35,20,25.08
5431,2201,141,4,348.65,0,1394.6
5432,2201,809,1,449.63,0,449.63
5433,2201,467,1,279.55,0,279.55
5434,2202,577,2,113.23,20,181.17
5435,2202,97,3,737.75,0,2213.25
5436,2203,107,1,344.47,5,327.25
5437,2203,748,1,449.07,10,404.16
5438,2203,1108,3,136.13,0,408.39
5439,2203,563,1,334.97,0,334.97
5440,2203,1088,1,194.14,0,194.14
5441,2204,575,3,308,0,924
5442,2204,897,1,473.57,0,473.57
5443,2204,34,1,451.51,0,451.51
5444,2204,966,3,87.5,0,262.5
5445,2205,182,1,54.81,15,46.59
5446,2205,399,3,200.71,0,602.13
5447,2205,682,1,287.37,0,287.37
5448,2206,529,4,387.57,0,1550.28
5449,2206,1129,3,533.95,0,1601.85
5450,2207,583,1,353.17,15,300.19
5451,2207,1041,2,25.38,0,50.76
5452,2207,298,2,136,0,272
5453,2207,631,1,217.52,0,217.52
5454,2207,1102,4,477.88,0,1911.52
5455,2208,616,2,354.25,5,673.08
5456,2209,1032,1,134.87,0,134.87
5457,2210,390,1,609.73,0,609.73
5458,2210,1117,2,345.74,10,622.33
5459,2210,68,1,392.94,0,392.94
5460,2211,344,2,657.64,0,1315.28
5461,2212,698,2,52.88,5,100.47
5462,2213,1180,1,191.28,10,172.15
5463,2213,935,3,111.7,0,335.1
5464,2213,669,4,203.91,0,815.64
5465,2214,515,1,239.78,0,239.78
5466,2214,731,3,601.71,0,1805.13
5467,2214,204,1,522.7,0,522.7
5468,2214,850,4,625.29,0,2501.16
5469,2215,909,1,166.28,0,166.28
5470,2216,93,1,343.92,0,343.92
5471,2216,55,2,245.46,0,490.92
5472,2216,333,1,428.04,0,428.04
5473,2217,141,1,348.65,0,348.65
5474,2217,843,1,521.28,10,469.15
5475,2217,373,3,498.95,15,1272.32
5476,2217,963,3,329.19,5,938.19
5477,2218,685,2,603.07,5,1145.83
5478,2218,580,1,262.62,0,262.62
5479,2218,1075,2,467.31,20,747.7
5480,2219,445,4,127.48,0,509.92
5481,2219,331,3,267.18,0,801.54
5482,2219,503,1,42.55,0,42.55
5483,2219,293,2,301.25,15,512.13
5484,2220,179,3,157.35,0,472.05
5485,2221,957,2,487.16,0,974.32
5486,2221,227,1,765.9,20,612.72
5487,2222,553,3,409.08,0,1227.24
5488,2222,1007,3,201.75,0,605.25
5489,2223,945,2,667.03,0,1334.06
5490,2223,642,3,101.55,0,304.65
5491,2223,65,3,451.82,0,1355.46
5492,2223,536,1,494.85,0,494.85
5493,2223,999,3,225.13,0,675.39
5494,2224,1121,2,288.91,0,577.82
5495,2225,336,1,468.62,0,468.62
5496,2226,606,1,143.08,0,143.08
5497,2226,199,2,606.8,0,1213.6
5498,2226,759,1,176.04,0,176.04
5499,2226,857,4,708.12,0,2832.48
5500,2227,1025,1,516.93,15,439.39
5501,2227,488,1,437.58,0,437.58
5502,2227,154,2,780.16,15,1326.27
5503,2228,126,3,393.11,0,1179.33
5504,2229,643,3,705.94,0,2117.82
5505,2229,1177,1,342.51,0,342.51
5506,2230,879,2,195.66,0,391.32
5507,2231,965,2,600.17,0,1200.34
5508,2231,1047,3,385.44,0,1156.32
5509,2231,783,1,98.44,0,98.44
5510,2232,623,4,262.15,0,1048.6
5511,2232,249,4,80.69,15,274.35
5512,2232,79,1,475.06,0,475.06
5513,2232,292,2,385.61,0,771.22
5514,2232,86,1,744.49,0,744.49
5515,2233,424,1,690.95,0,690.95
5516,2233,1105,1,528.58,0,528.58
5517,2233,40,4,148.85,0,595.4
5518,2233,554,1,552.72,20,442.18
5519,2233,967,2,788.13,0,1576.26
5520,2234,763,3,582.29,0,1746.87
5521,2234,1037,2,169.46,5,321.97
5522,2234,34,1,451.51,0,451.51
5523,2234,887,4,447.72,0,1790.88
5524,2235,373,1,498.95,0,498.95
5525,2236,815,2,427.9,0,855.8
5526,2236,793,1,294.81,0,294.81
5527,2236,763,1,582.29,0,582.29
5528,2237,1160,1,181.04,0,181.04
5529,2238,1147,2,698.22,0,1396.44
5530,2238,278,1,716.44,5,680.62
5531,2239,779,1,665.14,0,665.14
5532,2240,752,4,17.94,0,71.76
5533,2240,517,1,204.4,0,204.4
5534,2240,170,4,367.16,0,1468.64
5535,2240,499,2,107.52,0,215.04
5536,2241,283,1,279.92,15,237.93
5537,2242,169,2,126.83,0,253.66
5538,2242,938,1,467.26,0,467.26
5539,2243,452,2,618.63,0,1237.26
5540,2244,1143,2,506.08,0,1012.16
5541,2244,824,3,342.21,0,1026.63
5542,2245,665,4,635.5,15,2160.7
5543,2246,384,3,220.37,0,661.11
5544,2247,859,2,550.01,0,1100.02
5545,2247,1125,3,523.47,0,1570.41
5546,2247,778,1,294.61,0,294.61
5547,2247,194,1,164.93,0,164.93
5548,2248,1048,2,618.5,15,1051.45
5549,2248,181,4,111.06,0,444.24
5550,2248,118,2,245.84,0,491.68
5551,2249,604,1,540.57,0,540.57
5552,2250,39,3,380.18,0,1140.54
5553,2250,807,1,36.67,0,36.67
5554,2251,5,2,270.2,15,459.34
5555,2251,880,1,508.37,15,432.11
5556,2251,639,3,316.12,0,948.36
5557,2251,109,1,402.41,0,402.41
5558,2252,940,1,481.91,15,409.62
5559,2252,947,1,131.75,0,131.75
5560,2252,843,2,521.28,0,1042.56
5561,2253,319,4,626.52,20,2004.86
5562,2253,1134,2,694.92,0,1389.84
5563,2254,1108,1,136.13,10,122.52
5564,2254,56,2,526.27,0,1052.54
5565,2254,828,1,136.66,0,136.66
5566,2254,1180,1,191.28,0,191.28
5567,2254,800,3,471.36,0,1414.08
5568,2255,1003,2,521.12,0,1042.24
5569,2255,624,1,265,0,265
5570,2256,877,2,743.14,0,1486.28
5571,2256,730,1,589.82,0,589.82
5572,2256,192,2,272.83,0,545.66
5573,2256,686,1,221.75,0,221.75
5574,2257,315,1,422.05,0,422.05
5575,2258,1063,1,500.2,0,500.2
5576,2258,208,1,30.93,0,30.93
5577,2258,715,2,740.03,15,1258.05
5578,2259,209,2,140.74,0,281.48
5579,2260,449,1,716.15,10,644.54
5580,2260,45,1,381.74,0,381.74
5581,2260,1039,2,803.44,0,1606.88
5582,2260,160,1,560.82,0,560.82
5583,2260,360,1,51.07,0,51.07
5584,2261,1044,4,364.34,0,1457.36
5585,2261,338,2,247.96,0,495.92
5586,2262,343,3,377.67,0,1133.01
5587,2262,675,2,497.49,0,994.98
5588,2263,126,3,393.11,0,1179.33
5589,2263,469,1,467.5,15,397.38
5590,2263,697,1,83.47,0,83.47
5591,2263,92,1,670.24,0,670.24
5592,2263,305,3,302.36,20,725.66
5593,2264,794,1,82.79,0,82.79
5594,2264,217,1,747.56,0,747.56
5595,2264,879,1,195.66,5,185.88
5596,2265,686,2,221.75,0,443.5
5597,2265,353,2,230.26,0,460.52
5598,2265,554,1,552.72,5,525.08
5599,2266,528,1,344.64,15,292.94
5600,2266,272,2,108.88,5,206.87
5601,2266,620,1,558.25,0,558.25
5602,2267,931,1,354.76,0,354.76
5603,2268,817,2,378.91,15,644.15
5604,2268,107,1,344.47,20,275.58
5605,2268,285,3,79.47,10,214.57
5606,2268,14,1,499.49,0,499.49
5607,2268,1164,2,626.23,0,1252.46
5608,2269,695,2,561.3,0,1122.6
5609,2270,1038,1,321.39,0,321.39
5610,2271,994,1,88.45,0,88.45
5611,2272,692,2,126.76,0,253.52
5612,2272,545,4,520.37,5,1977.41
5613,2272,841,3,430.29,0,1290.87
5614,2272,1188,1,552.66,0,552.66
5615,2273,379,1,537.24,0,537.24
5616,2274,702,1,540.73,0,540.73
5617,2275,213,1,295.99,5,281.19
5618,2275,749,1,433.74,0,433.74
5619,2275,991,4,394.71,0,1578.84
5620,2276,31,3,92.55,0,277.65
5621,2276,815,1,427.9,0,427.9
5622,2276,63,4,223.37,0,893.48
5623,2277,705,3,577.52,0,1732.56
5624,2277,848,4,520.08,0,2080.32
5625,2277,276,2,225.77,0,451.54
5626,2277,1198,2,788.65,0,1577.3
5627,2278,482,1,476.92,0,476.92
5628,2279,224,1,23.22,0,23.22
5629,2279,965,4,600.17,0,2400.68
5630,2279,589,4,532.95,0,2131.8
5631,2280,897,3,473.57,0,1420.71
5632,2280,417,1,551.46,0,551.46
5633,2280,496,3,729.45,0,2188.35
5634,2280,677,1,466.1,5,442.8
5635,2281,316,1,390.75,15,332.14
5636,2282,376,3,156.82,10,423.41
5637,2283,423,2,376.69,0,753.38
5638,2283,222,2,272.14,0,544.28
5639,2284,629,1,111.87,0,111.87
5640,2284,392,1,414.03,0,414.03
5641,2285,826,4,472.44,0,1889.76
5642,2286,112,1,393.51,0,393.51
5643,2286,617,3,414.15,15,1056.08
5644,2287,700,2,22.05,0,44.1
5645,2287,179,1,157.35,0,157.35
5646,2287,1198,3,788.65,0,2365.95
5647,2287,73,1,250.89,0,250.89
5648,2288,501,1,577.73,5,548.84
5649,2289,889,1,813.39,10,732.05
5650,2289,1173,2,612.94,0,1225.88
5651,2289,426,1,303.67,20,242.94
5652,2290,1036,1,24.98,20,19.98
5653,2290,768,1,505.27,0,505.27
5654,2290,1134,3,694.92,0,2084.76
5655,2290,19,4,276.13,20,883.62
5656,2291,869,1,443.56,0,443.56
5657,2291,570,1,264.33,0,264.33
5658,2292,661,2,369.62,0,739.24
5659,2292,376,3,156.82,0,470.46
5660,2292,963,2,329.19,0,658.38
5661,2293,593,1,63.34,0,63.34
5662,2293,733,3,84.27,0,252.81
5663,2293,474,1,500.91,0,500.91
5664,2294,130,2,86.61,5,164.56
5665,2295,407,1,192.87,15,163.94
5666,2296,579,2,116.8,0,233.6
5667,2297,444,3,554.47,0,1663.41
5668,2297,528,1,344.64,0,344.64
5669,2297,1066,4,40.57,20,129.82
5670,2298,1101,1,670.14,0,670.14
5671,2299,1039,3,803.44,20,1928.26
5672,2300,742,1,129.51,0,129.51
5673,2300,189,3,344.38,0,1033.14
5674,2301,229,2,388.75,0,777.5
5675,2302,137,1,36.72,0,36.72
5676,2303,83,4,403.76,0,1615.04
5677,2303,505,1,426.24,5,404.93
5678,2304,621,4,743.99,0,2975.96
5679,2305,446,1,157.66,10,141.89
5680,2306,452,1,618.63,0,618.63
5681,2306,108,2,437.15,5,830.58
5682,2306,39,1,380.18,15,323.15
5683,2307,789,2,451.09,10,811.96
5684,2308,299,2,688.19,20,1101.1
5685,2309,891,2,481.3,0,962.6
5686,2309,525,2,749.91,0,1499.82
5687,2310,855,1,20.54,10,18.49
5688,2311,343,3,377.67,0,1133.01
5689,2311,552,1,476.29,0,476.29
5690,2311,707,2,23.97,20,38.35
5691,2311,850,3,625.29,0,1875.87
5692,2312,1081,4,566.45,0,2265.8
5693,2313,441,4,383.68,0,1534.72
5694,2314,653,3,515.99,20,1238.38
5695,2314,242,4,200.72,0,802.88
5696,2314,902,4,593.63,0,2374.52
5697,2315,741,1,322.7,0,322.7
5698,2315,815,1,427.9,0,427.9
5699,2316,94,2,103.46,0,206.92
5700,2316,486,1,756.94,0,756.94
5701,2316,57,2,51.91,20,83.06
5702,2316,874,1,232.78,20,186.22
5703,2317,455,1,332.25,0,332.25
5704,2318,32,1,269.33,5,255.86
5705,2318,1161,3,666.31,0,1998.93
5706,2318,1066,1,40.57,0,40.57
5707,2318,590,1,199.63,0,199.63
5708,2318,649,1,89.91,0,89.91
5709,2319,260,2,611.54,0,1223.08
5710,2319,796,3,488.34,0,1465.02
5711,2320,682,3,287.37,0,862.11
5712,2320,282,1,48.34,0,48.34
5713,2320,417,4,551.46,0,2205.84
5714,2320,660,3,757.14,0,2271.42
5715,2321,571,1,12.02,0,12.02
5716,2321,706,1,691.37,0,691.37
5717,2321,121,1,351.39,0,351.39
5718,2321,5,1,270.2,0,270.2
5719,2321,1066,1,40.57,0,40.57
5720,2322,823,1,274.93,0,274.93
5721,2322,178,3,459.83,0,1379.49
5722,2323,1069,2,27.15,0,54.3
5723,2324,629,3,111.87,20,268.49
5724,2324,1027,1,558.01,0,558.01
5725,2324,1064,1,329.61,0,329.61
5726,2325,212,3,613.61,0,1840.83
5727,2325,26,4,229.56,0,918.24
5728,2326,467,1,279.55,0,279.55
5729,2326,1100,1,122.72,0,122.72
5730,2326,463,2,210.78,0,421.56
5731,2326,704,2,386.61,0,773.22
5732,2327,822,1,323.93,0,323.93
5733,2327,962,4,585.14,0,2340.56
5734,2327,53,3,200.46,0,601.38
5735,2327,43,3,11.47,20,27.53
5736,2328,906,1,263.78,0,263.78
5737,2329,542,2,292.98,0,585.96
5738,2329,126,2,393.11,0,786.22
5739,2329,618,1,591.71,0,591.71
5740,2329,990,3,226.23,0,678.69
5741,2330,275,4,765.14,0,3060.56
5742,2330,431,1,462.68,0,462.68
5743,2330,1150,3,531.41,20,1275.38
5744,2330,784,1,711.32,0,711.32
5745,2330,330,2,513.03,0,1026.06
5746,2331,996,1,295.45,20,236.36
5747,2332,525,1,749.91,0,749.91
5748,2333,447,3,524.04,0,1572.12
5749,2333,179,4,157.35,15,534.99
5750,2333,1075,1,467.31,20,373.85
5751,2334,30,4,402.65,0,1610.6
5752,2334,880,1,508.37,0,508.37
5753,2334,723,1,396.38,0,396.38
5754,2335,206,2,236.68,0,473.36
5755,2335,1183,4,504.48,0,2017.92
5756,2336,52,3,328.68,5,936.74
5757,2337,666,1,312.07,0,312.07
5758,2337,149,1,486.46,15,413.49
5759,2337,1166,1,408.81,0,408.81
5760,2337,1175,1,420.52,0,420.52
5761,2338,1040,1,259.07,0,259.07
5762,2339,797,1,610.88,0,610.88
5763,2339,1028,1,538.05,15,457.34
5764,2339,564,3,35.78,15,91.24
5765,2339,117,1,485.34,0,485.34
5766,2340,7,3,464.34,15,1184.07
5767,2340,830,2,711.77,0,1423.54
5768,2340,406,2,507.19,0,1014.38
5769,2341,400,3,65.37,0,196.11
5770,2342,471,2,15.83,0,31.66
5771,2342,617,4,414.15,0,1656.6
5772,2343,7,3,464.34,0,1393.02
5773,2343,950,1,299.25,0,299.25
5774,2344,715,2,740.03,15,1258.05
5775,2345,37,2,510.5,0,1021
5776,2346,391,3,173.04,20,415.3
5777,2346,1175,1,420.52,20,336.42
5778,2346,1026,3,391.59,0,1174.77
5779,2346,796,4,488.34,0,1953.36
5780,2347,535,1,101,0,101
5781,2347,1147,1,698.22,20,558.58
5782,2347,26,2,229.56,0,459.12
5783,2347,195,3,389.39,20,934.54
5784,2348,156,1,129.46,0,129.46
5785,2348,141,1,348.65,20,278.92
5786,2349,773,2,517.34,0,1034.68
5787,2349,220,3,334.24,0,1002.72
5788,2349,771,1,747.67,0,747.67
5789,2350,630,1,170.26,0,170.26
5790,2350,393,2,573.88,0,1147.76
5791,2350,975,1,312.94,0,312.94
5792,2351,320,3,310.53,0,931.59
5793,2352,216,1,606.86,0,606.86
5794,2352,525,1,749.91,0,749.91
5795,2353,229,3,388.75,0,1166.25
5796,2354,339,1,145.28,0,145.28
5797,2355,115,3,880.11,0,2640.33
5798,2356,1183,1,504.48,0,504.48
5799,2356,1196,3,320.65,20,769.56
5800,2356,1189,2,617.43,0,1234.86
5801,2356,515,3,239.78,0,719.34
5802,2357,912,3,280.01,15,714.03
5803,2357,419,4,503.64,0,2014.56
5804,2357,431,1,462.68,0,462.68
5805,2357,1107,1,614.68,0,614.68
5806,2357,674,1,467.71,0,467.71
5807,2358,1143,2,506.08,0,1012.16
5808,2358,297,3,208.08,15,530.6
5809,2359,947,2,131.75,0,263.5
5810,2360,132,1,667.8,0,667.8
5811,2360,650,1,244.45,20,195.56
5812,2360,177,4,466.36,0,1865.44
5813,2360,1094,4,61.31,0,245.24
5814,2361,998,1,355.68,0,355.68
5815,2361,685,4,603.07,15,2050.44
5816,2361,883,2,629.16,0,1258.32
5817,2361,154,3,780.16,20,1872.38
5818,2362,1088,2,194.14,15,330.04
5819,2362,74,1,425.98,0,425.98
5820,2363,40,3,148.85,0,446.55
5821,2364,425,1,287.44,0,287.44
5822,2365,1138,4,597.45,10,2150.82
5823,2365,976,4,530.23,0,2120.92
5824,2365,1167,1,210.9,0,210.9
5825,2366,910,1,286.45,0,286.45
5826,2366,831,2,435.19,0,870.38
5827,2367,814,2,337.45,0,674.9
5828,2368,179,1,157.35,15,133.75
5829,2369,642,1,101.55,0,101.55
5830,2369,1131,1,244.5,10,220.05
5831,2369,1179,1,698.14,0,698.14
5832,2369,444,1,554.47,0,554.47
5833,2369,1075,2,467.31,5,887.89
5834,2370,439,2,554.33,0,1108.66
5835,2370,462,4,514.78,0,2059.12
5836,2371,1126,1,98.17,0,98.17
5837,2372,720,1,640.81,0,640.81
5838,2372,686,3,221.75,0,665.25
5839,2373,690,1,610.02,0,610.02
5840,2373,865,1,558.03,0,558.03
5841,2373,256,2,642.54,0,1285.08
5842,2373,369,1,539.34,0,539.34
5843,2373,1179,2,698.14,0,1396.28
5844,2374,882,1,228.83,0,228.83
5845,2374,747,1,487.09,0,487.09
