id,sku,name,description,category_id,supplier_id,price,cost,stock_quantity,weight_kg,is_active,created_at
179,SKU-13-790317,Eco Smart TV 725,Eco Smart TV 725 — quality televisions product.,13,46,157.35,95.55,9,12.94,1,2021-01-31T21:54:49Z
180,SKU-15-835805,Max Sofa 118,Max Sofa 118 — quality furniture product.,15,21,74.99,56.73,260,7.28,1,2021-02-01T02:44:43Z
181,SKU-10-536322,Deluxe Phone 133,Deluxe Phone 133 — quality smartphones product.,10,64,111.06,57.32,37,11.57,1,2021-02-01T10:30:54Z
182,SKU-11-943865,Classic Headphones 467,Classic Headphones 467 — quality headphones product.,11,36,54.81,34.5,294,6.69,1,2021-02-01T15:58:09Z
183,SKU-34-180727,Max Multivitamin 762,Max Multivitamin 762 — quality vitamins product.,34,65,543.38,285.9,44,12.88,1,2021-02-01T20:41:15Z
184,SKU-18-330766,Smart Jacket 231,Smart Jacket 231 — quality men's product.,18,23,244,181.37,358,3.38,1,2021-02-02T01:06:36Z
185,SKU-28-074221,Premium Card Game 823,Premium Card Game 823 — quality board games product.,28,15,14.29,10.33,447,1.42,1,2021-02-02T08:01:14Z
186,SKU-12-306358,Elite DSLR 140,Elite DSLR 140 — quality cameras product.,12,46,688.3,390.09,359,12.02,1,2021-02-02T08:17:02Z
187,SKU-22-926507,Classic Novel 612,Classic Novel 612 — quality fiction product.,22,8,187.4,140.2,499,7.61,1,2021-02-02T15:37:05Z
188,SKU-25-988632,Deluxe Dumbbell Set 636,Deluxe Dumbbell Set 636 — quality fitness product.,25,15,371.87,206.31,357,2.69,1,2021-02-02T17:48:22Z
189,SKU-26-176225,Essential Tent 760,Essential Tent 760 — quality camping product.,26,9,344.38,162,362,0.27,1,2021-02-02T21:18:09Z
190,SKU-14-838775,Lightweight Frying Pan 702,Lightweight Frying Pan 702 — quality cookware product.,14,6,11.74,6.82,232,0.46,1,2021-02-03T00:06:37Z
191,SKU-21-983245,Essential Sneakers 978,Essential Sneakers 978 — quality shoes product.,21,43,442.12,245.34,106,11.61,0,2021-02-03T00:22:53Z
192,SKU-24-739636,Portable Storybook 930,Portable Storybook 930 — quality children's books product.,24,22,272.83,153.89,235,1.01,1,2021-02-03T04:48:50Z
193,SKU-13-169794,Compact 4K TV 798,Compact 4K TV 798 — quality televisions product.,13,30,227.72,123.84,351,2.22,1,2021-02-03T07:37:01Z
194,SKU-20-599763,Classic Kids Shorts 303,Classic Kids Shorts 303 — quality kids product.,20,25,164.93,125.32,257,4.51,1,2021-02-03T08:12:02Z
195,SKU-21-485512,Pro Boots 799,Pro Boots 799 — quality shoes product.,21,22,389.39,183.62,162,6.57,0,2021-02-03T13:41:36Z
196,SKU-34-976320,Portable Probiotic 299,Portable Probiotic 299 — quality vitamins product.,34,32,385.71,218.24,333,1.94,1,2021-02-03T14:10:09Z
197,SKU-30-456225,Elite STEM Kit 903,Elite STEM Kit 903 — quality educational product.,30,17,497.8,238.89,158,2.56,0,2021-02-03T15:02:11Z
198,SKU-26-133138,Lightweight Sleeping Bag 693,Lightweight Sleeping Bag 693 — quality camping product.,26,62,269.14,196,470,8.48,1,2021-02-03T16:20:19Z
199,SKU-9-659882,Essential Chromebook 837,Essential Chromebook 837 — quality laptops product.,9,66,606.8,395.73,357,12.64,1,2021-02-04T00:03:34Z
200,SKU-11-354733,Prime Headphones 469,Prime Headphones 469 — quality headphones product.,11,4,394.77,240.87,219,5.08,0,2021-02-04T06:26:30Z
201,SKU-29-956516,Essential Action Figure 922,Essential Action Figure 922 — quality action figures product.,29,56,196.56,89.77,336,14.1,1,2021-02-04T08:19:56Z
202,SKU-23-705506,Heavy-Duty Biography 464,Heavy-Duty Biography 464 — quality non-fiction product.,23,21,610.93,284.99,219,5.81,1,2021-02-04T10:17:40Z
203,SKU-11-755964,Essential Headphones 516,Essential Headphones 516 — quality headphones product.,11,7,37.43,19.84,394,4.67,1,2021-02-04T10:40:46Z
204,SKU-14-982259,Prime Frying Pan 672,Prime Frying Pan 672 — quality cookware product.,14,30,522.7,298.18,332,1.18,1,2021-02-04T11:51:46Z
205,SKU-25-850048,Elite Dumbbell Set 825,Elite Dumbbell Set 825 — quality fitness product.,25,40,38.72,17.86,103,1.23,1,2021-02-04T16:43:03Z
206,SKU-27-026550,Eco Bike Light 376,Eco Bike Light 376 — quality cycling product.,27,14,236.68,122.35,456,7.68,1,2021-02-04T16:45:32Z
207,SKU-35-249547,Eco Dish Soap 899,Eco Dish Soap 899 — quality cleaning product.,35,27,250.17,114.28,390,1.5,1,2021-02-04T23:42:40Z
208,SKU-23-736097,Prime Handbook 569,Prime Handbook 569 — quality non-fiction product.,23,14,30.93,19.99,429,5.45,1,2021-02-05T01:59:29Z
209,SKU-31-947966,Heavy-Duty Serum 570,Heavy-Duty Serum 570 — quality skincare product.,31,69,140.74,106.02,300,6.06,1,2021-02-05T05:33:25Z
210,SKU-16-513546,Elite Sheet Set 476,Elite Sheet Set 476 — quality bedding product.,16,57,559.73,311.66,396,1.06,1,2021-02-05T09:34:57Z
211,SKU-24-447128,Ultra Picture Book 960,Ultra Picture Book 960 — quality children's books product.,24,10,128.33,91.1,8,11.61,1,2021-02-05T11:59:05Z
212,SKU-13-187310,Deluxe Smart TV 730,Deluxe Smart TV 730 — quality televisions product.,13,50,613.61,314.3,204,1.78,1,2021-02-05T16:13:08Z
213,SKU-10-825021,Compact Smartphone 546,Compact Smartphone 546 — quality smartphones product.,10,62,295.99,210.48,394,11.09,0,2021-02-05T20:31:34Z
214,SKU-31-424976,Compact Serum 604,Compact Serum 604 — quality skincare product.,31,58,325.78,211.57,323,13.76,0,2021-02-06T04:30:46Z
215,SKU-11-423056,Elite Headphones 210,Elite Headphones 210 — quality headphones product.,11,41,835.88,404.76,241,0.66,1,2021-02-06T05:23:03Z
216,SKU-17-778549,Essential Coffee Maker 784,Essential Coffee Maker 784 — quality small appliances product.,17,49,606.86,347.1,109,9.95,1,2021-02-06T11:23:56Z
217,SKU-15-733650,Smart Desk 560,Smart Desk 560 — quality furniture product.,15,51,747.56,352.68,358,0.68,1,2021-02-06T15:51:37Z
218,SKU-35-534469,Compact Laundry Detergent 667,Compact Laundry Detergent 667 — quality cleaning product.,35,34,596.06,298.46,369,1.85,1,2021-02-06T21:48:52Z
219,SKU-27-010066,Premium Helmet 171,Premium Helmet 171 — quality cycling product.,27,53,538.2,269.14,155,7.96,1,2021-02-06T23:46:35Z
220,SKU-21-532579,Premium Running Shoes 464,Premium Running Shoes 464 — quality shoes product.,21,70,334.24,256.64,336,7.6,1,2021-02-07T00:53:14Z
221,SKU-17-424388,Prime Toaster 346,Prime Toaster 346 — quality small appliances product.,17,7,275.99,154.98,122,2.07,1,2021-02-07T01:18:09Z
222,SKU-25-637370,Smart Kettlebell 198,Smart Kettlebell 198 — quality fitness product.,25,55,272.14,199.77,494,14.08,1,2021-02-07T02:22:20Z
223,SKU-19-198397,Ultra Leggings 559,Ultra Leggings 559 — quality women's product.,19,55,391.21,257.02,271,10.99,1,2021-02-07T08:17:42Z
224,SKU-25-387647,Portable Yoga Mat 918,Portable Yoga Mat 918 — quality fitness product.,25,29,23.22,11.55,331,4.02,1,2021-02-07T13:50:16Z
225,SKU-9-229429,Lightweight Notebook 572,Lightweight Notebook 572 — quality laptops product.,9,28,422.37,239.45,57,6.26,1,2021-02-07T13:52:19Z
226,SKU-19-879573,Deluxe Blouse 742,Deluxe Blouse 742 — quality women's product.,19,30,408.99,250.24,483,3.35,1,2021-02-07T19:14:58Z
227,SKU-26-526560,Lightweight Tent 572,Lightweight Tent 572 — quality camping product.,26,50,765.9,382.5,88,12.16,1,2021-02-07T22:23:37Z
228,SKU-24-555240,Prime Picture Book 323,Prime Picture Book 323 — quality children's books product.,24,54,591.29,389.21,460,7.49,1,2021-02-07T23:51:47Z
229,SKU-30-805190,Smart Learning Toy 446,Smart Learning Toy 446 — quality educational product.,30,47,388.75,226.19,224,12.67,1,2021-02-08T02:16:41Z
230,SKU-31-564993,Prime Face Cream 286,Prime Face Cream 286 — quality skincare product.,31,65,170.62,103.88,267,6.76,1,2021-02-08T07:58:46Z
231,SKU-24-555348,Pro Picture Book 913,Pro Picture Book 913 — quality children's books product.,24,56,748.37,390.91,411,11.14,0,2021-02-08T08:39:16Z
232,SKU-19-613162,Prime Dress 521,Prime Dress 521 — quality women's product.,19,3,21.21,10.35,264,1.21,1,2021-02-08T15:07:23Z
233,SKU-31-422671,Pro Face Cream 652,Pro Face Cream 652 — quality skincare product.,31,8,400.66,247.27,26,9.21,1,2021-02-08T17:17:00Z
234,SKU-31-749746,Elite Cleanser 704,Elite Cleanser 704 — quality skincare product.,31,31,518.69,268.47,153,9.25,1,2021-02-08T18:25:08Z
235,SKU-9-781508,Ultra Laptop 553,Ultra Laptop 553 — quality laptops product.,9,16,242.42,180.91,141,2.02,1,2021-02-09T00:49:32Z
236,SKU-14-659867,Max Cookware Set 523,Max Cookware Set 523 — quality cookware product.,14,32,118.31,85.97,332,4.96,0,2021-02-09T07:33:33Z
237,SKU-23-913451,Essential Guidebook 498,Essential Guidebook 498 — quality non-fiction product.,23,10,422.23,236.31,350,7.23,1,2021-02-09T08:20:19Z
238,SKU-30-653860,Elite STEM Kit 946,Elite STEM Kit 946 — quality educational product.,30,36,101.06,71.05,36,9.9,0,2021-02-09T15:10:43Z
239,SKU-20-293151,Essential Kids T-Shirt 581,Essential Kids T-Shirt 581 — quality kids product.,20,51,137.2,75.9,72,9.25,1,2021-02-09T17:29:02Z
240,SKU-26-334133,Lightweight Sleeping Bag 837,Lightweight Sleeping Bag 837 — quality camping product.,26,62,150.2,88.33,343,3.84,1,2021-02-09T19:00:00Z
241,SKU-16-573783,Essential Duvet 934,Essential Duvet 934 — quality bedding product.,16,24,472.42,342.17,332,10.12,1,2021-02-09T23:43:26Z
242,SKU-32-221144,Max Mascara 745,Max Mascara 745 — quality makeup product.,32,69,200.72,153.02,496,12.4,1,2021-02-10T05:19:34Z
243,SKU-21-222520,Prime Running Shoes 713,Prime Running Shoes 713 — quality shoes product.,21,29,571.81,332.82,77,7.37,1,2021-02-10T11:26:27Z
244,SKU-14-970436,Compact Cookware Set 499,Compact Cookware Set 499 — quality cookware product.,14,55,65.64,38.11,200,9.83,1,2021-02-10T12:34:00Z
245,SKU-19-918558,Smart Blouse 266,Smart Blouse 266 — quality women's product.,19,23,169.02,110.13,494,14.54,1,2021-02-10T18:49:36Z
246,SKU-21-834279,Heavy-Duty Running Shoes 875,Heavy-Duty Running Shoes 875 — quality shoes product.,21,51,16.32,12.26,217,3.37,1,2021-02-10T21:03:16Z
247,SKU-20-861793,Deluxe Kids T-Shirt 151,Deluxe Kids T-Shirt 151 — quality kids product.,20,52,757,370.58,104,14.32,1,2021-02-11T00:09:46Z
248,SKU-24-174276,Prime Picture Book 945,Prime Picture Book 945 — quality children's books product.,24,60,752.24,378.26,5,0.86,1,2021-02-11T02:29:41Z
249,SKU-25-140470,Deluxe Yoga Mat 390,Deluxe Yoga Mat 390 — quality fitness product.,25,30,80.69,53.52,173,8.34,1,2021-02-11T04:54:09Z
250,SKU-17-387590,Heavy-Duty Blender 259,Heavy-Duty Blender 259 — quality small appliances product.,17,18,590.15,280.71,182,11.9,1,2021-02-11T06:07:07Z
251,SKU-30-270006,Deluxe STEM Kit 175,Deluxe STEM Kit 175 — quality educational product.,30,48,19.94,14.48,106,8.12,0,2021-02-11T06:32:58Z
252,SKU-11-078354,Lightweight Earbuds 276,Lightweight Earbuds 276 — quality headphones product.,11,44,578.59,267.84,45,14.41,1,2021-02-11T07:18:48Z
253,SKU-23-806002,Heavy-Duty Biography 499,Heavy-Duty Biography 499 — quality non-fiction product.,23,55,635.3,335.38,472,13.91,1,2021-02-11T11:45:10Z
254,SKU-21-080214,Ultra Sneakers 944,Ultra Sneakers 944 — quality shoes product.,21,57,342.39,184.91,194,7.92,1,2021-02-11T13:13:47Z
255,SKU-11-824247,Portable Headset 467,Portable Headset 467 — quality headphones product.,11,69,244.54,131.65,87,13.72,1,2021-02-11T14:50:12Z
256,SKU-30-033243,Max Puzzle 956,Max Puzzle 956 — quality educational product.,30,51,642.54,343.31,475,6.91,1,2021-02-11T20:24:19Z
257,SKU-13-347644,Ultra LED TV 625,Ultra LED TV 625 — quality televisions product.,13,36,111.15,59.1,461,4.54,1,2021-02-11T20:49:22Z
258,SKU-25-129250,Elite Yoga Mat 388,Elite Yoga Mat 388 — quality fitness product.,25,65,205.06,96.37,40,9.61,1,2021-02-12T00:02:38Z
259,SKU-19-905780,Essential Dress 301,Essential Dress 301 — quality women's product.,19,67,119.25,91.06,428,5.23,1,2021-02-12T03:33:19Z
260,SKU-19-243280,Classic Leggings 657,Classic Leggings 657 — quality women's product.,19,53,611.54,310.04,212,9.31,1,2021-02-12T04:00:07Z
261,SKU-24-256527,Lightweight Picture Book 596,Lightweight Picture Book 596 — quality children's books product.,24,10,508.54,355.15,312,13.25,0,2021-02-12T04:38:50Z
262,SKU-25-725988,Portable Kettlebell 139,Portable Kettlebell 139 — quality fitness product.,25,26,119.81,72.88,222,6.63,1,2021-02-12T07:49:36Z
263,SKU-25-283500,Pro Dumbbell Set 851,Pro Dumbbell Set 851 — quality fitness product.,25,36,269.82,153.14,74,8.3,1,2021-02-12T13:56:12Z
264,SKU-12-448573,Prime DSLR 280,Prime DSLR 280 — quality cameras product.,12,29,629.65,335.54,354,3.43,1,2021-02-12T21:52:45Z
265,SKU-9-262629,Essential Ultrabook 953,Essential Ultrabook 953 — quality laptops product.,9,29,28.92,16.73,10,8.87,1,2021-02-12T22:56:53Z
266,SKU-31-856705,Compact Cleanser 543,Compact Cleanser 543 — quality skincare product.,31,30,835.75,384.18,178,13.18,1,2021-02-13T06:48:44Z
267,SKU-19-366152,Deluxe Leggings 342,Deluxe Leggings 342 — quality women's product.,19,39,85.63,40.99,319,4.8,1,2021-02-13T12:32:04Z
268,SKU-26-944789,Premium Camp Stove 158,Premium Camp Stove 158 — quality camping product.,26,2,539.31,316.8,156,11,1,2021-02-13T15:06:05Z
269,SKU-33-845860,Max Conditioner 712,Max Conditioner 712 — quality hair care product.,33,69,543.68,373.97,2,6.42,1,2021-02-13T22:33:27Z
270,SKU-11-610895,Ultra Headphones 820,Ultra Headphones 820 — quality headphones product.,11,44,160.79,86.15,372,2.03,1,2021-02-14T00:45:45Z
271,SKU-24-645238,Lightweight Picture Book 834,Lightweight Picture Book 834 — quality children's books product.,24,48,305.1,142.85,146,14.08,0,2021-02-14T07:11:35Z
272,SKU-16-747337,Prime Sheet Set 295,Prime Sheet Set 295 — quality bedding product.,16,6,108.88,57.19,186,0.46,1,2021-02-14T12:43:21Z
273,SKU-22-464120,Compact Hardcover 235,Compact Hardcover 235 — quality fiction product.,22,9,818.59,398.87,119,12.42,1,2021-02-14T16:15:25Z
274,SKU-29-627328,Classic Action Figure 840,Classic Action Figure 840 — quality action figures product.,29,10,166.4,111.99,272,11.58,1,2021-02-14T20:07:46Z
275,SKU-26-671784,Deluxe Camp Stove 337,Deluxe Camp Stove 337 — quality camping product.,26,51,765.14,396.92,270,12.56,1,2021-02-15T01:32:27Z
276,SKU-25-230042,Max Dumbbell Set 762,Max Dumbbell Set 762 — quality fitness product.,25,56,225.77,164.55,304,11.74,1,2021-02-15T05:30:06Z
277,SKU-19-311389,Essential Dress 222,Essential Dress 222 — quality women's product.,19,23,133.61,87.58,441,4.17,1,2021-02-15T05:56:28Z
278,SKU-35-960300,Heavy-Duty All-Purpose Cleaner 189,Heavy-Duty All-Purpose Cleaner 189 — quality cleaning product.,35,26,716.44,360.87,25,5.98,1,2021-02-15T08:03:36Z
279,SKU-11-021962,Prime Headset 685,Prime Headset 685 — quality headphones product.,11,6,134.82,63.19,59,10.08,1,2021-02-15T10:18:52Z
280,SKU-26-381372,Compact Camp Stove 851,Compact Camp Stove 851 — quality camping product.,26,62,352.94,215.33,33,1.41,1,2021-02-15T10:53:14Z
281,SKU-17-409960,Heavy-Duty Blender 744,Heavy-Duty Blender 744 — quality small appliances product.,17,52,406.76,259.38,81,5.35,0,2021-02-15T12:59:04Z
282,SKU-27-117607,Eco Helmet 586,Eco Helmet 586 — quality cycling product.,27,5,48.34,35.21,239,13.56,1,2021-02-15T13:36:38Z
283,SKU-35-631047,Eco Dish Soap 882,Eco Dish Soap 882 — quality cleaning product.,35,39,279.92,169.98,65,9.8,1,2021-02-15T19:21:15Z
284,SKU-17-543812,Prime Toaster 425,Prime Toaster 425 — quality small appliances product.,17,43,432.71,258.76,170,11.71,1,2021-02-16T01:10:38Z
285,SKU-13-973441,Pro Smart TV 779,Pro Smart TV 779 — quality televisions product.,13,33,79.47,48.63,279,14.94,1,2021-02-16T08:02:25Z
286,SKU-32-776015,Compact Eyeshadow Palette 950,Compact Eyeshadow Palette 950 — quality makeup product.,32,63,654.21,321.54,364,8.98,1,2021-02-16T10:23:52Z
287,SKU-10-068282,Heavy-Duty Smartphone 186,Heavy-Duty Smartphone 186 — quality smartphones product.,10,54,545.01,325.4,298,12,1,2021-02-16T14:39:21Z
288,SKU-33-867964,Max Hair Oil 341,Max Hair Oil 341 — quality hair care product.,33,30,331.85,185.51,307,1.55,1,2021-02-16T15:23:05Z
289,SKU-28-783067,Portable Strategy Game 593,Portable Strategy Game 593 — quality board games product.,28,28,292.83,214.98,449,4.87,1,2021-02-16T23:16:34Z
290,SKU-16-690027,Max Comforter 322,Max Comforter 322 — quality bedding product.,16,34,625.08,345.07,152,7.05,1,2021-02-17T01:14:08Z
291,SKU-17-190882,Classic Air Fryer 184,Classic Air Fryer 184 — quality small appliances product.,17,25,399.75,212.4,459,1.79,1,2021-02-17T01:30:14Z
292,SKU-14-802873,Lightweight Dutch Oven 274,Lightweight Dutch Oven 274 — quality cookware product.,14,57,385.61,248.76,327,0.3,1,2021-02-17T09:24:55Z
293,SKU-25-059016,Ultra Kettlebell 520,Ultra Kettlebell 520 — quality fitness product.,25,39,301.25,231.06,204,2.64,0,2021-02-17T14:58:09Z
294,SKU-15-760063,Smart Bookshelf 285,Smart Bookshelf 285 — quality furniture product.,15,55,818.5,376.69,448,9.68,1,2021-02-17T22:46:50Z
295,SKU-33-822073,Heavy-Duty Shampoo 173,Heavy-Duty Shampoo 173 — quality hair care product.,33,15,399.16,256.95,7,10.27,1,2021-02-18T00:11:04Z
296,SKU-13-854831,Prime 4K TV 156,Prime 4K TV 156 — quality televisions product.,13,10,429.48,288.01,399,10.8,1,2021-02-18T05:43:13Z
297,SKU-35-877500,Eco All-Purpose Cleaner 135,Eco All-Purpose Cleaner 135 — quality cleaning product.,35,39,208.08,157.37,270,5.9,1,2021-02-18T06:46:30Z
298,SKU-20-005025,Heavy-Duty Kids Jacket 532,Heavy-Duty Kids Jacket 532 — quality kids product.,20,5,136,90.16,130,0.41,1,2021-02-18T07:15:27Z
299,SKU-13-485171,Prime 4K TV 624,Prime 4K TV 624 — quality televisions product.,13,28,688.19,333.13,145,9.75,1,2021-02-18T11:48:28Z
300,SKU-28-895215,Compact Strategy Game 159,Compact Strategy Game 159 — quality board games product.,28,17,706.75,392.54,427,3.18,1,2021-02-18T17:45:47Z
301,SKU-29-091234,Ultra Action Figure 656,Ultra Action Figure 656 — quality action figures product.,29,29,434.99,301.96,127,6.54,1,2021-02-19T01:07:57Z
302,SKU-16-670112,Max Comforter 355,Max Comforter 355 — quality bedding product.,16,26,638.03,328.18,320,5.48,1,2021-02-19T07:02:41Z
303,SKU-18-368186,Max T-Shirt 170,Max T-Shirt 170 — quality men's product.,18,68,552.7,343.36,135,14.44,1,2021-02-19T13:32:55Z
304,SKU-21-602812,Deluxe Running Shoes 831,Deluxe Running Shoes 831 — quality shoes product.,21,65,546.34,256.39,153,7.17,1,2021-02-19T19:01:37Z
305,SKU-35-259063,Deluxe Laundry Detergent 960,Deluxe Laundry Detergent 960 — quality cleaning product.,35,42,302.36,159.88,200,13.9,1,2021-02-19T20:07:00Z
306,SKU-32-445438,Premium Foundation 916,Premium Foundation 916 — quality makeup product.,32,9,258.99,120.63,276,7.62,1,2021-02-20T01:24:38Z
307,SKU-27-400042,Ultra Bike Light 767,Ultra Bike Light 767 — quality cycling product.,27,35,158.01,106.29,208,1.8,1,2021-02-20T06:36:53Z
308,SKU-35-355373,Smart All-Purpose Cleaner 721,Smart All-Purpose Cleaner 721 — quality cleaning product.,35,60,459.23,295.31,382,9.96,1,2021-02-20T10:43:36Z
309,SKU-24-127900,Heavy-Duty Storybook 435,Heavy-Duty Storybook 435 — quality children's books product.,24,50,177.48,88,57,9.88,0,2021-02-20T16:09:16Z
310,SKU-20-546690,Compact Kids T-Shirt 233,Compact Kids T-Shirt 233 — quality kids product.,20,26,125.3,81.63,49,6.36,0,2021-02-20T21:00:09Z
311,SKU-17-920663,Portable Toaster 231,Portable Toaster 231 — quality small appliances product.,17,61,357.29,177.77,70,10.68,1,2021-02-21T03:13:42Z
312,SKU-29-198802,Prime Action Figure 750,Prime Action Figure 750 — quality action figures product.,29,4,72.61,36.48,359,8.22,1,2021-02-21T07:18:05Z
313,SKU-14-307421,Eco Frying Pan 230,Eco Frying Pan 230 — quality cookware product.,14,36,180.21,82.36,214,0.89,1,2021-02-21T08:54:22Z
314,SKU-25-535613,Elite Dumbbell Set 615,Elite Dumbbell Set 615 — quality fitness product.,25,58,597.1,333.53,199,9.79,1,2021-02-21T12:00:39Z
315,SKU-26-168624,Deluxe Camp Stove 783,Deluxe Camp Stove 783 — quality camping product.,26,43,422.05,224.93,175,4.41,1,2021-02-21T14:29:57Z
316,SKU-9-810436,Portable Chromebook 833,Portable Chromebook 833 — quality laptops product.,9,13,390.75,187.79,489,4.82,0,2021-02-21T19:33:05Z
317,SKU-27-176845,Elite Cycling Gloves 827,Elite Cycling Gloves 827 — quality cycling product.,27,25,495.91,302.21,368,4.67,1,2021-02-21T22:47:32Z
318,SKU-28-731083,Elite Card Game 900,Elite Card Game 900 — quality board games product.,28,54,148.94,76.45,187,2.52,1,2021-02-22T04:30:57Z
319,SKU-25-702721,Classic Kettlebell 579,Classic Kettlebell 579 — quality fitness product.,25,43,626.52,323.24,53,3.53,0,2021-02-22T09:28:08Z
320,SKU-35-229446,Premium Dish Soap 660,Premium Dish Soap 660 — quality cleaning product.,35,41,310.53,149.4,491,11.67,1,2021-02-22T15:02:41Z
321,SKU-25-255377,Smart Dumbbell Set 172,Smart Dumbbell Set 172 — quality fitness product.,25,38,602.39,367.46,324,1.95,1,2021-02-22T16:50:44Z
322,SKU-17-805042,Prime Toaster 359,Prime Toaster 359 — quality small appliances product.,17,13,594,343.22,61,4.46,1,2021-02-22T23:10:34Z
323,SKU-9-232305,Premium Ultrabook 220,Premium Ultrabook 220 — quality laptops product.,9,19,747.18,348.96,373,3,1,2021-02-23T01:22:08Z
324,SKU-17-581722,Elite Coffee Maker 312,Elite Coffee Maker 312 — quality small appliances product.,17,47,352.33,195.2,414,5.88,1,2021-02-23T04:13:03Z
325,SKU-25-402222,Eco Dumbbell Set 492,Eco Dumbbell Set 492 — quality fitness product.,25,11,649.82,371.55,390,7.36,1,2021-02-23T07:27:17Z
326,SKU-26-290695,Pro Camp Stove 710,Pro Camp Stove 710 — quality camping product.,26,32,429.48,239.81,352,12.69,1,2021-02-23T08:53:12Z
327,SKU-20-673711,Essential Kids Jacket 934,Essential Kids Jacket 934 — quality kids product.,20,57,127.72,83.69,386,7.71,1,2021-02-23T11:43:32Z
328,SKU-28-044378,Max Card Game 328,Max Card Game 328 — quality board games product.,28,42,119.96,55.76,367,0.58,1,2021-02-23T12:39:46Z
329,SKU-11-362916,Elite Earbuds 165,Elite Earbuds 165 — quality headphones product.,11,34,509.96,300.32,161,1.76,1,2021-02-23T13:05:57Z
330,SKU-15-999607,Eco Bookshelf 340,Eco Bookshelf 340 — quality furniture product.,15,46,513.03,311.42,333,12.98,1,2021-02-23T20:33:11Z
331,SKU-13-304118,Prime LED TV 700,Prime LED TV 700 — quality televisions product.,13,2,267.18,126.01,359,4.55,0,2021-02-24T03:40:22Z
332,SKU-29-205764,Max Action Figure 744,Max Action Figure 744 — quality action figures product.,29,43,279.47,193.77,236,5.53,1,2021-02-24T08:42:28Z
333,SKU-20-490833,Deluxe Kids Shorts 471,Deluxe Kids Shorts 471 — quality kids product.,20,54,428.04,292.52,381,13.67,0,2021-02-24T16:05:28Z
334,SKU-22-860249,Essential Paperback 702,Essential Paperback 702 — quality fiction product.,22,70,556.14,307.9,306,10.13,1,2021-02-24T21:41:03Z
335,SKU-22-282106,Prime Paperback 803,Prime Paperback 803 — quality fiction product.,22,23,551.02,310.1,76,1.37,1,2021-02-25T02:31:22Z
336,SKU-31-869214,Smart Serum 773,Smart Serum 773 — quality skincare product.,31,46,468.62,320.44,193,8.04,1,2021-02-25T05:01:44Z
337,SKU-10-953789,Eco Mobile 783,Eco Mobile 783 — quality smartphones product.,10,61,757.62,402.95,219,3.05,1,2021-02-25T06:22:39Z
338,SKU-34-862138,Pro Omega-3 909,Pro Omega-3 909 — quality vitamins product.,34,32,247.96,140.72,295,12.13,0,2021-02-25T13:43:14Z
339,SKU-17-117045,Deluxe Blender 414,Deluxe Blender 414 — quality small appliances product.,17,1,145.28,97.11,360,13.15,1,2021-02-25T21:40:47Z
340,SKU-25-414236,Portable Dumbbell Set 678,Portable Dumbbell Set 678 — quality fitness product.,25,11,156.09,116.14,334,11.72,1,2021-02-26T04:49:12Z
341,SKU-10-498646,Lightweight Mobile 240,Lightweight Mobile 240 — quality smartphones product.,10,61,322.65,168.8,304,3.86,1,2021-02-26T11:51:54Z
342,SKU-23-849247,Max Guidebook 953,Max Guidebook 953 — quality non-fiction product.,23,58,15.39,11.39,312,4.89,1,2021-02-26T15:24:34Z
343,SKU-20-531681,Portable Kids Shorts 238,Portable Kids Shorts 238 — quality kids product.,20,23,377.67,204.21,137,10.15,1,2021-02-26T18:53:26Z
344,SKU-30-054755,Smart Puzzle 389,Smart Puzzle 389 — quality educational product.,30,13,657.64,326.14,491,0.6,1,2021-02-27T00:00:01Z
345,SKU-22-422606,Heavy-Duty Hardcover 263,Heavy-Duty Hardcover 263 — quality fiction product.,22,32,331.71,195.74,366,12.6,1,2021-02-27T06:48:50Z
346,SKU-30-827125,Portable STEM Kit 461,Portable STEM Kit 461 — quality educational product.,30,8,342.95,163.66,207,3.05,1,2021-02-27T14:34:44Z
347,SKU-21-910239,Smart Sneakers 425,Smart Sneakers 425 — quality shoes product.,21,19,290.87,160.02,153,11.57,1,2021-02-27T19:26:07Z
348,SKU-21-161525,Heavy-Duty Sneakers 644,Heavy-Duty Sneakers 644 — quality shoes product.,21,29,602.73,349.17,359,13.46,1,2021-02-27T19:44:55Z
349,SKU-12-285335,Pro DSLR 301,Pro DSLR 301 — quality cameras product.,12,44,81.93,58.66,90,14.6,1,2021-02-27T21:29:39Z
350,SKU-15-290007,Essential Desk 646,Essential Desk 646 — quality furniture product.,15,49,449.92,232.99,144,0.97,1,2021-02-28T02:44:33Z
351,SKU-28-856719,Portable Card Game 262,Portable Card Game 262 — quality board games product.,28,57,9.75,5.75,171,6.99,1,2021-02-28T02:52:26Z
352,SKU-17-797337,Elite Coffee Maker 845,Elite Coffee Maker 845 — quality small appliances product.,17,8,203.67,103.16,61,1.88,1,2021-02-28T04:57:05Z
353,SKU-16-005940,Max Sheet Set 312,Max Sheet Set 312 — quality bedding product.,16,15,230.26,167.1,300,7.25,1,2021-02-28T11:15:44Z
354,SKU-19-897431,Elite Blouse 537,Elite Blouse 537 — quality women's product.,19,21,405.05,275.37,220,0.63,1,2021-02-28T15:54:37Z
355,SKU-18-742526,Portable Hoodie 548,Portable Hoodie 548 — quality men's product.,18,53,478.13,231.55,252,10.64,1,2021-02-28T17:58:57Z
