id,order_id,payment_method,amount,status,transaction_id,paid_at
2324,2324,credit_card,1237.04,completed,TXN-1BCRWGVU6U,2025-01-06T12:33:43Z
2325,2325,credit_card,2952.2,completed,TXN-0YWTF8QZ0X,2023-04-22T03:00:36Z
2326,2326,credit_card,1708.84,completed,TXN-TZ2CS8Z4NX,2024-05-01T06:06:03Z
2327,2327,credit_card,3523.94,completed,TXN-9FRV1K0LGD,2025-01-01T04:41:30Z
2328,2328,paypal,282.24,completed,TXN-B6H859B5JM,2022-10-05T23:02:08Z
2329,2329,credit_card,2827.56,completed,TXN-0BVXTAELLV,2024-11-13T20:47:42Z
2330,2330,credit_card,6993.52,completed,TXN-1QP4EKSP6J,2024-08-27T15:20:52Z
2331,2331,credit_card,252.91,completed,TXN-SJWO7NXMZ9,2024-11-27T18:25:11Z
2332,2332,paypal,802.4,completed,TXN-RZ88LVRIDO,2025-01-05T16:31:11Z
2333,2333,credit_card,2654.63,completed,TXN-ZZWMABI7S8,2024-03-16T21:19:10Z
2334,2334,credit_card,2691.42,completed,TXN-65QEYMV2AW,2024-11-11T17:49:02Z
2335,2335,paypal,2665.67,completed,TXN-ML86M1IKI3,2024-05-26T08:40:01Z
2336,2336,paypal,1002.31,completed,TXN-TJHNX47D75,2023-02-01T13:09:07Z
2337,2337,debit_card,1663.73,completed,TXN-7YY51FNRBK,2025-01-26T02:35:47Z
2338,2338,credit_card,277.2,pending,TXN-FCR0IZK36N,
2339,2339,credit_card,1759.94,completed,TXN-FYM2K08VEK,2024-09-13T21:30:04Z
2340,2340,credit_card,3875.53,completed,TXN-JOOLDO6VE4,2024-05-15T19:08:27Z
2341,2341,debit_card,209.84,completed,TXN-BHAIU7NGBE,2023-06-18T07:33:11Z
2342,2342,debit_card,1806.44,failed,TXN-LQ4XJ19NXD,
2343,2343,debit_card,1810.73,completed,TXN-Z4EMNOTC8J,2024-05-08T05:20:41Z
2344,2344,apple_pay,1346.11,completed,TXN-RQ86JQNBLH,2024-07-26T04:34:06Z
2345,2345,gift_card,1092.47,refunded,TXN-0YI2DX14V4,2022-05-06T06:26:04Z
2346,2346,credit_card,4151.44,completed,TXN-V7YQ9RXVP8,2025-01-30T12:41:19Z
2347,2347,debit_card,2196.97,refunded,TXN-T10JHCEHZA,2022-06-07T15:19:18Z
2348,2348,credit_card,436.97,completed,TXN-VXQAUF9QK8,2023-06-16T06:04:19Z
2349,2349,apple_pay,2980.02,completed,TXN-0J7E1B81UN,2024-07-14T19:13:56Z
2350,2350,credit_card,1745.13,completed,TXN-DIDVLPEOBO,2024-01-16T21:58:45Z
2351,2351,credit_card,996.8,completed,TXN-JRUBREL4QT,2024-12-25T02:37:38Z
2352,2352,credit_card,1451.74,failed,TXN-7810Q90TFZ,
2353,2353,paypal,1247.89,completed,TXN-FOJ0672Y9O,2024-02-07T21:00:57Z
2354,2354,credit_card,155.45,pending,TXN-VF0M4N1M57,
2355,2355,credit_card,2825.15,completed,TXN-L3POO0DM4I,2024-08-24T16:38:04Z
2356,2356,credit_card,3454.22,completed,TXN-CJYKKDSQHL,2024-09-21T05:13:29Z
2357,2357,credit_card,4572.82,completed,TXN-0DLOX2HBBB,2024-01-08T16:56:13Z
2358,2358,debit_card,1650.75,completed,TXN-GT6HPHE257,2024-07-27T13:01:34Z
2359,2359,credit_card,281.95,completed,TXN-ZVHLYMAVNF,2023-03-10T09:07:09Z
2360,2360,debit_card,3182.22,completed,TXN-PPJVTJQTTB,2023-09-20T20:50:34Z
2361,2361,credit_card,5924.4,completed,TXN-4R2DPHS7X4,2024-10-05T18:42:12Z
2362,2362,paypal,808.94,completed,TXN-MDXU317O1S,2023-10-21T21:37:11Z
2363,2363,google_pay,477.81,failed,TXN-9PXF37VMV8,
2364,2364,paypal,307.56,completed,TXN-6S1KLV5G3S,2022-03-26T10:35:23Z
2365,2365,debit_card,4796.42,completed,TXN-C5NKXAYO4X,2023-08-25T16:12:28Z
2366,2366,debit_card,1237.81,completed,TXN-22ML6GCI5E,2025-01-26T10:44:48Z
2367,2367,debit_card,722.14,completed,TXN-059Z3B0CAQ,2025-01-16T00:23:35Z
2368,2368,debit_card,143.11,completed,TXN-6F8NQ4MA5U,2023-08-28T07:12:10Z
2369,2369,apple_pay,2634.45,completed,TXN-EDYZNJ4VP3,2022-12-19T00:04:48Z
2370,2370,credit_card,3389.52,completed,TXN-0AOJYMNROW,2024-09-01T19:33:27Z
2371,2371,google_pay,105.04,completed,TXN-LJ0B0GVS1V,2024-04-23T02:02:10Z
2372,2372,credit_card,1397.48,completed,TXN-00PXYV87DK,2021-09-30T11:41:55Z
2373,2373,credit_card,4695.96,refunded,TXN-DCF8FSGA12,2024-04-13T11:51:21Z
2374,2374,credit_card,766.03,completed,TXN-558O8WV2SJ,2024-11-13T11:12:23Z
2375,2375,paypal,2113.07,completed,TXN-YF6AESG0HB,2024-06-30T20:48:47Z
2376,2376,credit_card,2883.74,completed,TXN-BV6C042VJN,2024-06-16T18:39:08Z
2377,2377,debit_card,2914.06,completed,TXN-AZP9OI3D1D,2023-10-18T22:10:16Z
2378,2378,credit_card,210.49,completed,TXN-FO9U26XU4Z,2023-04-18T04:52:55Z
2379,2379,debit_card,2692.22,failed,TXN-Z83YWIPWZB,
2380,2380,debit_card,2522.88,completed,TXN-VUU0BWG0XT,2024-12-26T18:00:23Z
2381,2381,credit_card,1642.3,completed,TXN-ZRU7E2WR1T,2024-12-31T18:25:47Z
2382,2382,credit_card,3391.91,completed,TXN-ROIENTXQ8W,2024-04-30T13:39:17Z
2383,2383,paypal,3645.93,refunded,TXN-I24WMF4CFF,2023-03-21T08:34:30Z
2384,2384,credit_card,1451.34,completed,TXN-NFB2WUEAMR,2024-12-22T09:54:38Z
2385,2385,google_pay,1589.38,completed,TXN-BTSPZKATIS,2023-08-07T13:06:53Z
2386,2386,credit_card,1542.52,completed,TXN-X0HT3SPQ01,2023-06-15T13:44:51Z
2387,2387,paypal,892.58,completed,TXN-FN9S9JX280,2024-12-22T05:55:57Z
2388,2388,debit_card,2578.54,completed,TXN-HZYY2C88TB,2023-10-27T07:22:28Z
2389,2389,apple_pay,3851.68,completed,TXN-VIQS0FRMJ7,2024-10-07T20:30:55Z
2390,2390,credit_card,927.43,completed,TXN-H6CCIIN419,2024-05-10T03:48:02Z
2391,2391,credit_card,2458.01,completed,TXN-3WUYFCXOQC,2024-12-30T13:28:12Z
2392,2392,credit_card,4599.07,completed,TXN-0Q96J0NEYK,2024-04-04T06:48:02Z
2393,2393,paypal,1441.89,completed,TXN-4O3W29606U,2024-10-13T20:26:05Z
2394,2394,credit_card,2263.82,completed,TXN-XBNY1CIMI6,2024-08-19T19:56:21Z
2395,2395,credit_card,1689.62,completed,TXN-GHEH4LO8P0,2023-03-24T13:15:55Z
2396,2396,credit_card,2068.05,completed,TXN-PLVEVWQBHA,2023-07-07T09:02:56Z
2397,2397,debit_card,1393.97,completed,TXN-AHXMT7NWEZ,2024-09-11T06:52:09Z
2398,2398,credit_card,62.1,completed,TXN-UKQNU7S43T,2023-08-10T22:31:26Z
2399,2399,paypal,1141.67,completed,TXN-I2CKNOKB36,2024-11-14T16:07:28Z
2400,2400,debit_card,492.02,completed,TXN-UAR0N5E0TB,2023-08-30T01:10:05Z
2401,2401,debit_card,224.4,completed,TXN-W1PLAH0B8K,2024-12-31T08:33:46Z
2402,2402,debit_card,3757.62,completed,TXN-55M49V8FL7,2023-08-28T17:18:21Z
2403,2403,credit_card,55.46,pending,TXN-A9I3YFWFFY,
2404,2404,debit_card,1873.05,completed,TXN-3O0X5FWTTF,2022-09-27T13:32:40Z
2405,2405,debit_card,942.84,completed,TXN-SH18RVEUBK,2024-11-19T04:50:10Z
2406,2406,paypal,2140.86,completed,TXN-GLE07995NB,2024-11-27T22:38:20Z
2407,2407,credit_card,2318.62,completed,TXN-J7GUHB5ZES,2022-10-30T23:31:58Z
2408,2408,debit_card,579.73,completed,TXN-Z3GXXBQ24L,2022-11-13T03:42:24Z
2409,2409,apple_pay,2064.29,completed,TXN-L2LSPTNJWA,2024-06-13T19:13:43Z
2410,2410,credit_card,1286.18,completed,TXN-P9MQ5KVTWK,2024-05-01T00:09:51Z
2411,2411,credit_card,2843.43,completed,TXN-O0Q4DINQQ7,2024-04-11T15:54:29Z
2412,2412,debit_card,3770.75,completed,TXN-VHU95LLTYT,2024-03-15T21:17:49Z
2413,2413,google_pay,4383.42,completed,TXN-9I9XH7YHFQ,2023-12-25T14:30:35Z
2414,2414,credit_card,3478.28,completed,TXN-TUU4T7EL2B,2024-05-21T13:55:33Z
2415,2415,apple_pay,4297.57,completed,TXN-PICCHEW0MT,2023-06-10T10:33:03Z
2416,2416,debit_card,240.3,refunded,TXN-94905ZULUC,2024-08-15T01:44:00Z
2417,2417,apple_pay,1124.59,completed,TXN-42L0A17HVG,2021-04-25T00:54:14Z
2418,2418,credit_card,71.62,completed,TXN-I0CM7LO10O,2022-09-26T14:11:06Z
2419,2419,credit_card,2576.09,completed,TXN-1HX71985CL,2024-12-22T19:22:32Z
2420,2420,gift_card,475.81,refunded,TXN-TCLD4D6F8G,2024-02-09T13:07:21Z
2421,2421,paypal,1050.14,completed,TXN-15GXFXJMSB,2025-01-03T23:43:41Z
2422,2422,credit_card,2388.21,completed,TXN-R8U2BKAKIV,2025-01-04T05:27:53Z
2423,2423,credit_card,1912.31,completed,TXN-88ZDGJXT01,2024-09-09T03:38:48Z
2424,2424,paypal,3672.94,completed,TXN-6YEJO4OIQ2,2024-11-22T21:32:05Z
2425,2425,credit_card,4353.18,completed,TXN-MQUYI3JGWV,2024-02-17T12:35:39Z
2426,2426,debit_card,3728.8,completed,TXN-K1P9STKXSO,2023-03-02T16:16:30Z
2427,2427,debit_card,635.73,completed,TXN-KNDASKZK6U,2024-04-09T15:34:52Z
2428,2428,credit_card,433.4,completed,TXN-4C59QTLE39,2024-01-18T22:13:22Z
2429,2429,credit_card,311.08,completed,TXN-7Z3HGS1IDR,2022-09-22T15:20:33Z
2430,2430,gift_card,2187.29,completed,TXN-GUFY4GKJXQ,2024-06-24T10:48:07Z
2431,2431,debit_card,1152.17,completed,TXN-V00ORIH3X0,2024-06-20T18:28:51Z
2432,2432,credit_card,3220.65,completed,TXN-CIBT1T84JE,2023-04-11T09:54:54Z
2433,2433,credit_card,2075.24,completed,TXN-U2P5OW36XI,2024-03-08T01:45:09Z
2434,2434,debit_card,1302.16,completed,TXN-QLXAZ3GCB,2024-06-12T23:37:20Z
2435,2435,paypal,3258.49,refunded,TXN-LP1VYMUZE6,2024-12-22T20:43:06Z
2436,2436,paypal,958.56,completed,TXN-G2NB8JFBJW,2024-06-03T08:36:06Z
2437,2437,credit_card,712.43,completed,TXN-0ZJHURK3HD,2023-09-16T22:59:04Z
2438,2438,credit_card,790.2,completed,TXN-WSWLMXJ9Y6,2021-10-30T01:57:05Z
2439,2439,debit_card,109.79,completed,TXN-KPFLSLIS84,2024-06-12T01:55:18Z
2440,2440,credit_card,1744.34,pending,TXN-3QXI25U4KM,
2441,2441,debit_card,2181.16,refunded,TXN-8L4AS5B0HA,2024-07-24T03:50:11Z
2442,2442,credit_card,249.37,completed,TXN-CVX1VEXPLS,2025-01-15T09:30:37Z
2443,2443,apple_pay,509.19,completed,TXN-HCVPSSNHVN,2023-05-29T16:33:26Z
2444,2444,paypal,3373.34,completed,TXN-7NTG7YRWU9,2024-07-23T23:20:04Z
2445,2445,gift_card,157.4,pending,TXN-N2QQP1MIMD,
2446,2446,credit_card,2489.6,completed,TXN-Y1ITW1PWOC,2024-06-18T22:40:02Z
2447,2447,debit_card,1140.51,refunded,TXN-CL4DZ70VOA,2025-01-11T18:39:10Z
2448,2448,apple_pay,3588.8,completed,TXN-BX0D7UG6GZ,2024-02-26T06:51:21Z
2449,2449,google_pay,83.52,completed,TXN-LTPTW4HS3W,2023-03-26T08:33:30Z
2450,2450,credit_card,31.62,completed,TXN-AXO36XLR47,2024-08-25T09:39:27Z
2451,2451,credit_card,438.26,completed,TXN-Y7PAIQHY7B,2021-07-09T18:18:30Z
2452,2452,paypal,619.73,completed,TXN-5CXONQ1AQV,2025-01-10T17:24:28Z
2453,2453,credit_card,2225.65,pending,TXN-VGKQHGVL60,
2454,2454,paypal,2051.8,refunded,TXN-GXNBZNCAMI,2025-01-13T13:33:07Z
2455,2455,debit_card,3897.65,completed,TXN-23A4DSTNSU,2023-10-12T19:26:26Z
2456,2456,paypal,631.6,completed,TXN-NPLZC0JLSU,2022-10-07T07:21:58Z
2457,2457,debit_card,393.81,completed,TXN-OB2E8NCWZJ,2025-01-19T16:46:02Z
2458,2458,credit_card,2401.54,completed,TXN-X2R9SQPN0J,2024-01-05T15:35:42Z
2459,2459,apple_pay,277.2,completed,TXN-KBR3M0OGSJ,2024-07-27T20:16:35Z
2460,2460,apple_pay,6355.82,completed,TXN-6UP5WBSK8M,2023-05-21T22:20:21Z
2461,2461,credit_card,1234.89,completed,TXN-FQDI951D65,2023-04-07T09:24:38Z
2462,2462,apple_pay,2844.47,completed,TXN-GFNPV1LSHR,2024-01-20T11:08:17Z
2463,2463,credit_card,1719.86,completed,TXN-A48ONEQWVD,2025-01-10T03:58:27Z
2464,2464,apple_pay,3638,pending,TXN-2KO38TMIM5,
2465,2465,debit_card,1547.81,completed,TXN-WGU7VBWIWQ,2024-09-03T04:24:49Z
2466,2466,paypal,321.88,completed,TXN-UZIJPNP9HL,2022-09-25T00:53:30Z
2467,2467,credit_card,867.34,completed,TXN-G90I7O2MII,2024-11-27T13:07:13Z
2468,2468,paypal,371.76,completed,TXN-MG8ZIY4GUY,2024-05-20T11:01:56Z
2469,2469,paypal,1414.59,pending,TXN-N7VE4MB5K4,
2470,2470,paypal,297.12,completed,TXN-GU5BJRRVTD,2023-03-11T08:49:54Z
2471,2471,credit_card,594.11,completed,TXN-8LWQE7IESI,2023-06-19T15:58:45Z
2472,2472,debit_card,182.18,completed,TXN-7YEKEMU6JF,2023-11-09T15:16:05Z
2473,2473,debit_card,527.78,completed,TXN-3649EWYMV2,2024-09-23T19:13:39Z
2474,2474,google_pay,5501.17,failed,TXN-4YHNL5Q24E,
2475,2475,credit_card,521.9,completed,TXN-IDOKSSJJKG,2025-01-13T06:05:39Z
2476,2476,credit_card,493.94,completed,TXN-JSGBXCJUIE,2022-05-14T20:37:36Z
2477,2477,debit_card,1207.05,failed,TXN-1WTADA189Q,
2478,2478,credit_card,3708.58,completed,TXN-Y15UZWDQWU,2023-07-10T11:43:29Z
2479,2479,credit_card,210.81,completed,TXN-GX1Z8Q6M3K,2023-05-11T23:53:52Z
2480,2480,paypal,1492.23,completed,TXN-HSVPKUZ6U9,2024-11-18T10:05:45Z
2481,2481,google_pay,500.16,completed,TXN-UXKKE1TZ2M,2023-09-07T12:01:19Z
2482,2482,apple_pay,1478.63,completed,TXN-0FAJC3HJ4L,2023-06-02T22:25:26Z
2483,2483,google_pay,357.25,completed,TXN-RAQCE0T0VS,2024-04-24T01:50:00Z
2484,2484,credit_card,803.33,completed,TXN-N4PU6L2HNC,2024-05-03T02:04:07Z
2485,2485,debit_card,698.95,completed,TXN-VRQ1RJLIO9,2022-05-15T18:39:23Z
2486,2486,debit_card,4304.85,completed,TXN-AGOCV0LLFV,2024-08-16T01:59:26Z
2487,2487,debit_card,203.21,completed,TXN-WRL19HRSLL,2024-02-15T21:18:46Z
2488,2488,credit_card,4630.01,pending,TXN-UO4RRLTEJM,
2489,2489,credit_card,2020.16,completed,TXN-7IS3TV6SVN,2022-06-10T09:37:34Z
2490,2490,paypal,2403.74,completed,TXN-FJPONEKVJP,2024-10-18T10:18:30Z
2491,2491,credit_card,865.37,completed,TXN-GZ6OZFTBOU,2022-12-01T22:35:50Z
2492,2492,credit_card,1926.68,completed,TXN-6316VLY20U,2024-05-17T17:07:14Z
2493,2493,credit_card,3044.45,refunded,TXN-7HFBLC9DVK,2025-01-23T22:46:19Z
2494,2494,debit_card,3061,completed,TXN-BZMA87D60X,2023-02-09T07:58:11Z
2495,2495,credit_card,1166.03,completed,TXN-EWD7M1P47M,2024-12-20T08:10:26Z
2496,2496,apple_pay,3873.81,refunded,TXN-89XKQHOBTS,2024-03-26T03:23:59Z
2497,2497,credit_card,1631.54,completed,TXN-QM9KVM1THC,2022-10-17T06:10:45Z
2498,2498,debit_card,1701.32,completed,TXN-5Q551MMCCS,2024-04-26T12:34:01Z
2499,2499,debit_card,2074.45,completed,TXN-NTT09TQUYD,2024-06-10T14:38:43Z
2500,2500,credit_card,1039.14,completed,TXN-NFLEN5516E,2023-09-01T18:34:40Z
2501,2501,credit_card,3426.8,pending,TXN-XHU8FC1YIN,
2502,2502,gift_card,1108.82,completed,TXN-QXOW1JDQ2U,2024-06-23T06:32:53Z
2503,2503,apple_pay,3909.07,completed,TXN-AXN1CSZYCB,2024-12-25T11:52:46Z
2504,2504,paypal,4851.83,completed,TXN-FL4Y813HQC,2024-06-20T14:02:20Z
2505,2505,apple_pay,2143.18,completed,TXN-U0KDGVAFLS,2025-01-12T19:44:38Z
2506,2506,debit_card,990.14,completed,TXN-1I1WB5GPFZ,2024-02-10T19:32:53Z
2507,2507,debit_card,2761.64,completed,TXN-548H39IQ0N,2024-07-22T09:21:52Z
2508,2508,credit_card,473.97,completed,TXN-SB53UVPIU2,2024-04-28T19:16:19Z
2509,2509,google_pay,1122.86,completed,TXN-FUR2U31BR6,2024-03-10T06:19:54Z
2510,2510,debit_card,2772.63,completed,TXN-932N1J2470,2024-12-11T14:50:13Z
2511,2511,debit_card,1984.89,completed,TXN-IMPIIIXP8H,2023-05-27T23:08:07Z
2512,2512,apple_pay,454.71,completed,TXN-L82TZJ1BOL,2024-12-26T21:42:13Z
2513,2513,debit_card,371.93,failed,TXN-H8V77G0XEE,
2514,2514,credit_card,4236.37,completed,TXN-IQL19VKKGJ,2024-10-06T00:12:56Z
2515,2515,paypal,2623.58,completed,TXN-RZGXAGDKWP,2023-12-21T17:29:18Z
2516,2516,paypal,292.18,completed,TXN-O69FNU8P7M,2024-02-12T10:03:44Z
2517,2517,paypal,1938.11,completed,TXN-8PJ6UM8STW,2025-01-29T10:22:00Z
2518,2518,debit_card,4780.54,completed,TXN-TY5NAK1A53,2024-07-18T01:43:17Z
2519,2519,debit_card,2887.41,pending,TXN-GPERY5KZFH,
2520,2520,credit_card,1090.76,completed,TXN-BIE6VRYX44,2024-09-01T22:27:22Z
2521,2521,paypal,505.59,completed,TXN-LWX0SQP91A,2024-07-21T02:35:43Z
2522,2522,debit_card,2744.59,completed,TXN-JEIV8R5RAR,2024-07-31T19:24:15Z
2523,2523,credit_card,236.75,refunded,TXN-Q2IEIZBAJ6,2023-08-28T22:01:55Z
2524,2524,google_pay,3038.05,completed,TXN-N4IE1EP512,2024-10-01T12:24:51Z
2525,2525,google_pay,418.59,completed,TXN-UBUI73HEJ9,2022-11-20T06:34:47Z
2526,2526,credit_card,1415.75,completed,TXN-8LWTOT8WPY,2024-10-10T12:13:57Z
2527,2527,debit_card,1085.49,completed,TXN-K40ZW8WWV8,2024-12-26T06:49:09Z
2528,2528,apple_pay,1392.74,completed,TXN-62LNHD7HG6,2024-02-05T06:13:40Z
2529,2529,credit_card,2264.95,completed,TXN-76IE1WO38B,2024-11-05T19:24:12Z
2530,2530,paypal,2142.64,completed,TXN-1W62LGYORZ,2024-07-06T12:15:57Z
2531,2531,google_pay,2025.36,completed,TXN-IURNFRQOTO,2023-07-18T21:31:37Z
2532,2532,credit_card,2063.09,completed,TXN-CGUJYIGV3D,2024-10-18T07:10:01Z
2533,2533,credit_card,4547.91,completed,TXN-VVHK3UP9XU,2024-07-29T20:41:42Z
2534,2534,apple_pay,663.44,completed,TXN-IOOJQJFHJ1,2024-09-17T03:01:43Z
2535,2535,credit_card,705.61,completed,TXN-V03NN55EBW,2022-11-25T04:45:40Z
2536,2536,credit_card,560.11,pending,TXN-N3ZG29W37X,
2537,2537,debit_card,485.95,completed,TXN-5A5501741K,2021-12-11T19:00:47Z
2538,2538,credit_card,57.12,completed,TXN-45QATPHPZ7,2021-11-29T10:17:15Z
2539,2539,credit_card,2056.57,completed,TXN-NL7CCZK883,2023-04-16T14:19:43Z
2540,2540,credit_card,110.83,failed,TXN-24G13FBV07,
2541,2541,debit_card,1650.4,completed,TXN-FQFYQZ8V1G,2024-07-15T13:16:33Z
2542,2542,credit_card,3050.7,completed,TXN-KTSJMLU0UY,2023-08-09T15:56:52Z
2543,2543,credit_card,1522.31,completed,TXN-VDRVH3T5PB,2024-04-08T21:59:29Z
2544,2544,paypal,2432.21,completed,TXN-ITFQSOWN0M,2024-10-23T08:14:56Z
2545,2545,debit_card,1724.05,completed,TXN-JV6OFOZ1UM,2024-01-25T19:54:55Z
2546,2546,credit_card,2814.53,completed,TXN-B12MSIJ2Z0,2025-01-25T09:05:40Z
2547,2547,credit_card,1804.43,completed,TXN-KLWDCNBQVR,2023-02-14T02:30:19Z
2548,2548,google_pay,576,completed,TXN-T4ZUCXDY51,2024-10-06T01:20:15Z
2549,2549,paypal,218.18,completed,TXN-Z8XJH7BVPX,2024-03-15T04:10:10Z
2550,2550,credit_card,1911.17,completed,TXN-5EBUJRL7XP,2024-04-27T12:59:59Z
2551,2551,credit_card,2593.21,pending,TXN-7EUWPPNJOR,
2552,2552,paypal,1589.38,completed,TXN-HYNDKRHFT6,2024-06-15T17:26:10Z
2553,2553,paypal,1634.82,completed,TXN-IQFQVTTE99,2022-09-28T18:09:16Z
2554,2554,paypal,2778.28,completed,TXN-ZMW9YHW2S8,2023-06-01T04:20:02Z
2555,2555,debit_card,664.75,completed,TXN-8IBNEMJMEY,2024-10-01T02:57:33Z
2556,2556,credit_card,4479.41,completed,TXN-SIJ3L8YLYU,2024-05-27T21:50:13Z
2557,2557,apple_pay,1077.76,completed,TXN-7GQHR19XI8,2024-02-22T07:03:08Z
2558,2558,apple_pay,1008.66,completed,TXN-9FBZ8OL1LO,2021-09-15T04:02:18Z
2559,2559,credit_card,3064.12,completed,TXN-MK6SM6HTI3,2024-10-26T00:11:05Z
2560,2560,paypal,408.19,completed,TXN-S7SQ4BZWBI,2024-06-23T08:59:10Z
2561,2561,debit_card,605.3,completed,TXN-IJUN85RDQ2,2024-02-08T22:37:15Z
2562,2562,paypal,2414.69,completed,TXN-UDAXEQ2JF7,2023-11-11T21:38:55Z
2563,2563,paypal,1641.77,completed,TXN-9SIZ9N7XB9,2021-06-30T16:56:24Z
2564,2564,credit_card,1569.45,pending,TXN-50JCJBHWGK,
2565,2565,debit_card,83.06,completed,TXN-Z4Z4VL6JOH,2024-11-15T08:52:03Z
2566,2566,credit_card,86.19,pending,TXN-IBVM4P29AW,
2567,2567,apple_pay,4046.54,completed,TXN-YU7LJKACML,2024-12-05T11:01:22Z
2568,2568,debit_card,1964.12,refunded,TXN-4T3VIVS9V5,2024-03-26T20:24:20Z
2569,2569,apple_pay,2257.82,pending,TXN-9QSOX67L1Z,
2570,2570,debit_card,2225.11,completed,TXN-I9DAQESBXH,2024-04-12T00:11:20Z
2571,2571,paypal,649.28,completed,TXN-AXUKBWVY8U,2023-06-19T00:44:33Z
2572,2572,credit_card,1581.2,completed,TXN-C7OOT0YLTI,2025-01-11T22:31:11Z
2573,2573,credit_card,1903.13,completed,TXN-VCRUU94EG7,2023-06-23T05:53:16Z
2574,2574,debit_card,406.4,completed,TXN-QQKXUREO7B,2024-08-28T21:46:15Z
2575,2575,credit_card,2623.38,completed,TXN-0OM4NCOE8N,2023-09-15T21:08:11Z
2576,2576,credit_card,358.47,completed,TXN-FD0RU79Q3M,2023-04-01T01:07:40Z
2577,2577,debit_card,1158.54,pending,TXN-QQ0C8GFGYI,
2578,2578,debit_card,181.45,completed,TXN-43J7HH61EQ,2024-07-13T04:41:31Z
2579,2579,credit_card,169.74,completed,TXN-5SBLCHR3SX,2024-11-02T10:15:34Z
2580,2580,paypal,575.91,completed,TXN-E96E1LHFO0,2024-12-26T12:16:02Z
2581,2581,paypal,2558.09,completed,TXN-JFI8EDVN2X,2024-02-17T15:50:47Z
2582,2582,paypal,2624.51,completed,TXN-CVEL7A7E1L,2024-06-10T06:25:48Z
2583,2583,debit_card,712.95,completed,TXN-MB2AVZ2SBR,2021-10-18T20:26:52Z
2584,2584,credit_card,1146.21,pending,TXN-L381WJV5KT,
2585,2585,credit_card,844.81,completed,TXN-HQEJSSGI39,2024-04-16T11:06:28Z
2586,2586,google_pay,3180.72,completed,TXN-R54MKHPU7N,2024-05-02T01:58:59Z
2587,2587,apple_pay,394.42,completed,TXN-U7470OJSL1,2024-12-29T22:32:49Z
2588,2588,debit_card,1137.14,completed,TXN-8TR7Q8MOLG,2024-12-18T11:33:17Z
2589,2589,credit_card,2661.25,failed,TXN-BP5736FPNR,
2590,2590,paypal,2825.72,completed,TXN-5M2O1SHX8S,2024-12-22T08:42:23Z
2591,2591,credit_card,2140.87,completed,TXN-PUQE334A07,2022-10-10T07:50:53Z
2592,2592,apple_pay,291.32,completed,TXN-DI0GZFP94X,2024-08-24T14:38:35Z
2593,2593,credit_card,793.72,completed,TXN-7VFJE2CA12,2022-08-29T02:48:00Z
2594,2594,credit_card,1427.14,completed,TXN-TDCF5J5BC6,2024-12-14T13:37:03Z
2595,2595,google_pay,5266.25,completed,TXN-35MHMJLFNH,2022-07-27T20:17:35Z
2596,2596,credit_card,301.18,completed,TXN-BZV06D542K,2024-11-28T20:31:58Z
2597,2597,debit_card,1391.39,refunded,TXN-45YFEF6H4C,2022-04-22T03:01:27Z
2598,2598,debit_card,1395.07,completed,TXN-JB11EMM6OI,2024-05-24T16:58:07Z
2599,2599,paypal,415.6,refunded,TXN-GW4TNKJAAQ,2024-11-30T05:10:38Z
2600,2600,paypal,351.14,completed,TXN-NGOBMOH869,2024-11-12T23:24:02Z
2601,2601,credit_card,1042.7,completed,TXN-P0LEOJJ70N,2024-11-27T03:18:43Z
2602,2602,debit_card,1482.8,completed,TXN-53TJ1GR19R,2025-01-30T00:06:52Z
2603,2603,credit_card,1415.48,completed,TXN-1AO90NCDL5,2023-11-11T01:54:37Z
2604,2604,credit_card,2119.11,completed,TXN-W42LCDWLEW,2023-12-20T00:06:27Z
2605,2605,credit_card,720.99,completed,TXN-O6AGSU42Y6,2023-12-18T19:45:28Z
2606,2606,debit_card,72.24,completed,TXN-NSM4089M49,2024-01-04T10:16:11Z
2607,2607,paypal,1057.5,completed,TXN-8AYIE1WV2E,2023-03-31T19:32:48Z
2608,2608,paypal,962.83,pending,TXN-Z3CR6FTAJ5,
2609,2609,debit_card,3357.83,completed,TXN-GBA8O5X7NH,2024-08-06T16:42:59Z
2610,2610,paypal,4475.18,completed,TXN-2IVH4OHPKM,2024-09-06T02:20:29Z
2611,2611,credit_card,1798.79,completed,TXN-9FKJPS776M,2024-10-15T02:43:40Z
2612,2612,credit_card,500.73,failed,TXN-XSJXQOLNWB,
2613,2613,debit_card,617.11,completed,TXN-EB4TIIMF7N,2024-04-02T22:43:12Z
2614,2614,credit_card,574.85,completed,TXN-H0DH26ZTIX,2024-10-20T06:27:00Z
2615,2615,credit_card,3662.68,completed,TXN-NO1IF7YDTJ,2024-07-06T04:30:18Z
2616,2616,credit_card,412.21,completed,TXN-NE7YOLZUBG,2024-01-10T03:24:52Z
2617,2617,credit_card,21.37,completed,TXN-UPD044X0XB,2023-09-30T15:13:17Z
2618,2618,credit_card,1134.55,completed,TXN-JJ9HRK1EVT,2024-12-24T02:15:22Z
2619,2619,paypal,303.97,completed,TXN-40GHFU4OZ9,2024-01-24T21:27:11Z
2620,2620,debit_card,500.23,completed,TXN-6BEUTDT2W6,2024-07-06T01:44:52Z
2621,2621,credit_card,1789.09,completed,TXN-L1UZ0VVSPR,2025-01-09T10:25:17Z
